N_MEASUREMENT,LATITUDE,LONGITUDE
13902,24.964,-84.08699999999999
13903,24.966,-84.09199999999998
13904,24.958,-84.09100000000001
13905,24.955,-84.089
13906,24.952,-84.089
13907,24.946,-84.09100000000001
13908,24.942,-84.09199999999998
13909,24.944,-84.09199999999998
13910,24.94,-84.094
13911,24.936,-84.101
13912,24.931,-84.096
13913,24.931,-84.096
13914,24.928,-84.096
14008,25.122,-80.07999999999998
14009,25.143,-80.07100000000003
14010,25.161,-80.05200000000002
14011,25.206,-80.04700000000003
14012,25.216,-80.05200000000002
14013,25.242,-80.03800000000001
14014,25.26,-80.02499999999998
14015,25.287,-80.019
14016,25.293,-80.02199999999999
14017,25.317,-80.01400000000001
14018,25.322,-80.029
14019,25.35,-79.98000000000002
14020,25.37,-80.00799999999998
14021,25.377,-80.00999999999999
14022,25.403,-80.00299999999999
14023,25.022,-80.50200000000001
14024,25.021,-80.50400000000002
14025,25.022,-80.50400000000002
14026,25.024,-80.50299999999999
14027,25.022,-80.50400000000002
14028,25.021,-80.50299999999999
14029,25.021,-80.50200000000001
14030,25.023,-80.50299999999999
14031,25.022,-80.50200000000001
14032,25.022,-80.50299999999999
14033,25.022,-80.50299999999999
14034,25.022,-80.50299999999999
14035,25.022,-80.50200000000001
14036,25.024,-80.50400000000002
14037,25.019,-80.50200000000001
14038,25.023,-80.50400000000002
14039,25.023,-80.5
14040,25.022,-80.50400000000002
14041,25.021,-80.5
14042,25.021,-80.50299999999999
14043,25.023,-80.50299999999999
14044,25.023,-80.50299999999999
14045,25.023,-80.50299999999999
14046,25.022,-80.50299999999999
14047,25.022,-80.50299999999999
14048,25.022,-80.50200000000001
14049,25.022,-80.50299999999999
14050,25.021,-80.50599999999997
14051,25.022,-80.50099999999998
14052,25.022,-80.50200000000001
14053,25.023,-80.505
14054,25.022,-80.50299999999999
14055,25.023,-80.50400000000002
14056,25.022,-80.50299999999999
14057,25.022,-80.50200000000001
14058,25.022,-80.50400000000002
14059,25.022,-80.50200000000001
14060,25.023,-80.50299999999999
14061,25.025,-80.50200000000001
14062,25.026,-80.50200000000001
14063,25.022,-80.50299999999999
14064,25.022,-80.50400000000002
14065,25.022,-80.50200000000001
14066,25.022,-80.50400000000002
14067,25.022,-80.50400000000002
14068,25.022,-80.50299999999999
14069,25.023,-80.50400000000002
14070,25.022,-80.50299999999999
14071,25.022,-80.50299999999999
14072,25.022,-80.50299999999999
14073,25.022,-80.50200000000001
14074,25.021,-80.507
14075,25.024,-80.50299999999999
14076,25.023,-80.50400000000002
14077,25.022,-80.50099999999998
14078,25.021,-80.50599999999997
14079,25.022,-80.50200000000001
14080,25.023,-80.50200000000001
14081,25.021,-80.507
14082,25.022,-80.50400000000002
14083,25.022,-80.50400000000002
14084,25.022,-80.50200000000001
14085,25.024,-80.50299999999999
14086,25.022,-80.50400000000002
14087,25.022,-80.50299999999999
14088,25.023,-80.50299999999999
14089,25.023,-80.50400000000002
14090,25.021,-80.505
14091,25.022,-80.50200000000001
14092,25.022,-80.50400000000002
14093,25.022,-80.50200000000001
14094,25.022,-80.50400000000002
14095,25.024,-80.50299999999999
14096,25.022,-80.50400000000002
14097,25.022,-80.50400000000002
14098,25.021,-80.50999999999999
14099,25.022,-80.50299999999999
14100,25.022,-80.50299999999999
14101,25.022,-80.50400000000002
14102,25.018,-80.52199999999999
14103,25.022,-80.50400000000002
14104,25.023,-80.505
14105,25.024,-80.507
14106,25.023,-80.50400000000002
14107,25.022,-80.50299999999999
14108,25.022,-80.50400000000002
14109,25.022,-80.50299999999999
14110,25.022,-80.50299999999999
14111,25.022,-80.505
14112,25.024,-80.50400000000002
14113,25.022,-80.50299999999999
14114,25.023,-80.50200000000001
14128,25.022,-80.50299999999999
14129,25.022,-80.50400000000002
14130,25.023,-80.50299999999999
14131,25.023,-80.50400000000002
14132,25.022,-80.50299999999999
14133,25.022,-80.50299999999999
14134,25.023,-80.50400000000002
14135,25.022,-80.50200000000001
14136,25.022,-80.50299999999999
14137,25.022,-80.50400000000002
14138,25.022,-80.50299999999999
14139,25.022,-80.50299999999999
14140,25.022,-80.50299999999999
14141,25.021,-80.505
14142,25.023,-80.505
14143,25.022,-80.50400000000002
14144,25.023,-80.50200000000001
14145,25.023,-80.50099999999998
14146,25.022,-80.50400000000002
14147,25.022,-80.50200000000001
14148,25.023,-80.50200000000001
14149,25.022,-80.50400000000002
14150,25.022,-80.50400000000002
14151,25.022,-80.50200000000001
14152,25.022,-80.50200000000001
14153,25.022,-80.50200000000001
14154,25.022,-80.50200000000001
14155,25.024,-80.50400000000002
14156,25.022,-80.50400000000002
14157,25.022,-80.50400000000002
14158,25.023,-80.50099999999998
14159,25.022,-80.50200000000001
14160,25.023,-80.505
14161,25.023,-80.505
14162,25.022,-80.50299999999999
14163,25.023,-80.50200000000001
14164,25.023,-80.50400000000002
14165,25.022,-80.50400000000002
14166,25.022,-80.50299999999999
14167,25.022,-80.50200000000001
14168,25.024,-80.50299999999999
14169,25.023,-80.49900000000002
14170,25.022,-80.50299999999999
14171,25.022,-80.50299999999999
14172,25.024,-80.50200000000001
14173,25.024,-80.50299999999999
14174,25.022,-80.50400000000002
14175,25.022,-80.50200000000001
14176,25.022,-80.50299999999999
14177,25.022,-80.50299999999999
14178,25.022,-80.50599999999997
14179,25.024,-80.50299999999999
14180,25.022,-80.50400000000002
14181,25.023,-80.50299999999999
14182,25.022,-80.50299999999999
14183,25.022,-80.50299999999999
14184,25.022,-80.50299999999999
14185,25.022,-80.50400000000002
14186,25.021,-80.50200000000001
14187,25.022,-80.50400000000002
14188,25.022,-80.50299999999999
14189,25.021,-80.50200000000001
14190,25.022,-80.50299999999999
14191,25.022,-80.50200000000001
14192,25.024,-80.50400000000002
14193,25.023,-80.50299999999999
14194,25.023,-80.505
14195,25.023,-80.50099999999998
14196,25.022,-80.50400000000002
14197,25.023,-80.50200000000001
14198,25.022,-80.50299999999999
14199,25.022,-80.50200000000001
14200,25.022,-80.505
14201,25.022,-80.50400000000002
14202,25.021,-80.50599999999997
14203,25.023,-80.5
14204,25.022,-80.50299999999999
14205,25.022,-80.50299999999999
14206,25.017,-80.50400000000002
14207,25.022,-80.50299999999999
14208,25.022,-80.50299999999999
14209,25.021,-80.507
14210,25.023,-80.50400000000002
14211,25.022,-80.50400000000002
14212,25.023,-80.5
14213,25.022,-80.50200000000001
14214,25.023,-80.50099999999998
14215,25.023,-80.50599999999997
14216,25.022,-80.505
14217,25.022,-80.50299999999999
14218,25.022,-80.50400000000002
14219,25.022,-80.505
14220,25.022,-80.50299999999999
14221,25.022,-80.50299999999999
14222,25.022,-80.50400000000002
14223,25.022,-80.50299999999999
14224,25.022,-80.50200000000001
14225,25.022,-80.50400000000002
14226,25.022,-80.50299999999999
14227,25.023,-80.50400000000002
14228,25.022,-80.50200000000001
14229,25.021,-80.50299999999999
14230,25.021,-80.50200000000001
14231,25.022,-80.50299999999999
14232,25.022,-80.50299999999999
14233,25.022,-80.50299999999999
14234,25.023,-80.50299999999999
14235,25.021,-80.50299999999999
14236,25.024,-80.50200000000001
14237,25.022,-80.50299999999999
14238,25.022,-80.50400000000002
14239,25.024,-80.50400000000002
14240,25.023,-80.50400000000002
14241,25.023,-80.50200000000001
14242,25.023,-80.50400000000002
14243,25.023,-80.50400000000002
14244,25.022,-80.50299999999999
14245,25.022,-80.50299999999999
14246,25.022,-80.50400000000002
14247,25.022,-80.50599999999997
14248,25.022,-80.505
14249,25.022,-80.505
14250,25.023,-80.505
14251,25.023,-80.50099999999998
14252,25.022,-80.50200000000001
14253,25.022,-80.50400000000002
14254,25.022,-80.50200000000001
14255,25.022,-80.50400000000002
14256,25.022,-80.50400000000002
14257,25.022,-80.50299999999999
14258,25.022,-80.50400000000002
14259,25.023,-80.505
14260,25.02,-80.507
14261,25.032,-80.51400000000001
14262,25.023,-80.50099999999998
14263,25.023,-80.50200000000001
14264,25.022,-80.505
14265,25.022,-80.505
14266,25.022,-80.505
14267,25.022,-80.50200000000001
14268,25.023,-80.50099999999998
14269,25.022,-80.50299999999999
14270,25.022,-80.505
14271,25.022,-80.50400000000002
14272,25.022,-80.50400000000002
14273,25.023,-80.50200000000001
14274,25.025,-80.50200000000001
14275,25.022,-80.50299999999999
14276,25.022,-80.50299999999999
14277,25.023,-80.50400000000002
14278,25.022,-80.50299999999999
14279,25.023,-80.50299999999999
14280,25.022,-80.50299999999999
14281,25.022,-80.50400000000002
14282,25.022,-80.50299999999999
14283,25.022,-80.50299999999999
14284,25.022,-80.50299999999999
14285,25.022,-80.50299999999999
14286,25.023,-80.50299999999999
14287,25.022,-80.50299999999999
14288,25.022,-80.50299999999999
14301,25.022,-80.50400000000002
14302,25.022,-80.50299999999999
14303,25.022,-80.50299999999999
14304,25.023,-80.50400000000002
14305,25.022,-80.505
14306,25.022,-80.50299999999999
14307,25.022,-80.50299999999999
14308,25.023,-80.50200000000001
14309,25.022,-80.50200000000001
14310,25.022,-80.50299999999999
14311,25.024,-80.50400000000002
14312,25.021,-80.505
14313,25.022,-80.505
14314,25.022,-80.50200000000001
14315,25.021,-80.507
14316,25.023,-80.50200000000001
14317,25.022,-80.50400000000002
14318,25.022,-80.50400000000002
14319,25.021,-80.50400000000002
14320,25.029,-80.50599999999997
14321,25.022,-80.50400000000002
14322,25.022,-80.50299999999999
14323,25.022,-80.50299999999999
14324,25.023,-80.50299999999999
14325,25.022,-80.50200000000001
14326,25.022,-80.50299999999999
14327,25.023,-80.50299999999999
14328,25.022,-80.505
14329,25.022,-80.505
14330,25.023,-80.50200000000001
14331,25.022,-80.50400000000002
14332,25.022,-80.50200000000001
14333,25.023,-80.50099999999998
14334,25.021,-80.50299999999999
14335,25.024,-80.50400000000002
14336,25.022,-80.50400000000002
14337,25.023,-80.49900000000002
14338,25.022,-80.50200000000001
14339,25.022,-80.50400000000002
14340,25.023,-80.50299999999999
14341,25.022,-80.50200000000001
14342,25.022,-80.50299999999999
14343,25.022,-80.50299999999999
14344,25.019,-80.50200000000001
14345,25.022,-80.50200000000001
14346,25.023,-80.50200000000001
14347,25.022,-80.50200000000001
14348,25.022,-80.505
14349,25.022,-80.50200000000001
14350,25.022,-80.50299999999999
14351,25.023,-80.50400000000002
14352,25.022,-80.50200000000001
14353,25.025,-80.5
14354,25.022,-80.50400000000002
14355,25.022,-80.50299999999999
14356,25.022,-80.50200000000001
14357,25.022,-80.50599999999997
14358,25.022,-80.50400000000002
14359,25.023,-80.50400000000002
14360,25.022,-80.50299999999999
14361,25.022,-80.50299999999999
14362,25.019,-80.50599999999997
14363,25.02,-80.50599999999997
14364,25.023,-80.505
14365,25.022,-80.50200000000001
14366,25.022,-80.50200000000001
14367,25.023,-80.50200000000001
14368,25.022,-80.50400000000002
14369,25.022,-80.50400000000002
14370,25.021,-80.50599999999997
14371,25.023,-80.50099999999998
14372,25.025,-80.50200000000001
14373,25.022,-80.50299999999999
14374,25.024,-80.50200000000001
14375,25.022,-80.50299999999999
14376,25.022,-80.50200000000001
14377,25.023,-80.50299999999999
14378,25.022,-80.50200000000001
14379,25.023,-80.505
14380,25.021,-80.50900000000001
14381,25.021,-80.50900000000001
14382,25.021,-80.50400000000002
14383,25.022,-80.50400000000002
14384,25.022,-80.50400000000002
14385,25.022,-80.50400000000002
14386,25.022,-80.50400000000002
14387,25.022,-80.50400000000002
14388,25.022,-80.50299999999999
14389,25.022,-80.50400000000002
14390,25.022,-80.50200000000001
14391,25.024,-80.50599999999997
14392,25.022,-80.50299999999999
14393,25.021,-80.50299999999999
14394,25.025,-80.50299999999999
14395,25.022,-80.50299999999999
14396,25.023,-80.50400000000002
14397,25.022,-80.50400000000002
14398,25.022,-80.50299999999999
14399,25.023,-80.50400000000002
14400,25.023,-80.50400000000002
14401,25.022,-80.50099999999998
14402,25.022,-80.50200000000001
14403,25.022,-80.50299999999999
14404,25.022,-80.50400000000002
14405,25.022,-80.50299999999999
14406,25.023,-80.50599999999997
14407,25.023,-80.50200000000001
14408,25.019,-80.50099999999998
14409,25.024,-80.50299999999999
14410,25.022,-80.50599999999997
14411,25.022,-80.505
14412,25.022,-80.50099999999998
14413,25.022,-80.50400000000002
14414,25.022,-80.50200000000001
14415,25.022,-80.50200000000001
14416,25.022,-80.49900000000002
14417,25.022,-80.50400000000002
14418,25.022,-80.50200000000001
14419,25.022,-80.50299999999999
14420,25.022,-80.50200000000001
14421,25.023,-80.50200000000001
14434,25.022,-80.50299999999999
14435,25.022,-80.50299999999999
14436,25.022,-80.50400000000002
14437,25.021,-80.50599999999997
14438,25.02,-80.50599999999997
14439,25.021,-80.50599999999997
14440,25.022,-80.50200000000001
14441,25.022,-80.50200000000001
14442,25.022,-80.50400000000002
14443,25.023,-80.50200000000001
14444,25.022,-80.50400000000002
14445,25.023,-80.50200000000001
14446,25.022,-80.50299999999999
14447,25.022,-80.50400000000002
14448,25.023,-80.50299999999999
14449,25.023,-80.50299999999999
14450,25.023,-80.50400000000002
14451,25.022,-80.50299999999999
14452,25.023,-80.50400000000002
14453,25.022,-80.50400000000002
14454,25.022,-80.50400000000002
14455,25.023,-80.50400000000002
14456,25.022,-80.50299999999999
14457,25.022,-80.50400000000002
14458,25.023,-80.505
14459,25.023,-80.50400000000002
14460,25.022,-80.50099999999998
14461,25.022,-80.50099999999998
14462,25.022,-80.50200000000001
14463,25.024,-80.50099999999998
14464,25.022,-80.50400000000002
14465,25.022,-80.50200000000001
14466,25.022,-80.50400000000002
14467,25.022,-80.50299999999999
14468,25.022,-80.50299999999999
14469,25.022,-80.50200000000001
14470,25.023,-80.50400000000002
14471,25.022,-80.50200000000001
14472,25.021,-80.50599999999997
14473,25.023,-80.50999999999999
14474,25.022,-80.50099999999998
14475,25.022,-80.505
14476,25.023,-80.50400000000002
14477,25.022,-80.50400000000002
14478,25.022,-80.50400000000002
14479,25.022,-80.50200000000001
14480,25.023,-80.50400000000002
14481,25.022,-80.50400000000002
14482,25.023,-80.50299999999999
14483,25.022,-80.50200000000001
14484,25.022,-80.50200000000001
14485,25.022,-80.50400000000002
14486,25.023,-80.50299999999999
14487,25.022,-80.50200000000001
14488,25.022,-80.50299999999999
14489,25.023,-80.50400000000002
14490,25.022,-80.505
14491,25.023,-80.505
14492,25.022,-80.505
14493,25.022,-80.50200000000001
14494,25.022,-80.50299999999999
14495,25.022,-80.50299999999999
14496,25.021,-80.50200000000001
14497,25.022,-80.50200000000001
14498,25.022,-80.50299999999999
14499,25.022,-80.50299999999999
14500,25.022,-80.50299999999999
14501,25.022,-80.50299999999999
14502,25.022,-80.50299999999999
14503,25.022,-80.50299999999999
14504,25.022,-80.50299999999999
14505,25.022,-80.50299999999999
14506,25.022,-80.50200000000001
14507,25.022,-80.50299999999999
14508,25.023,-80.50400000000002
14509,25.023,-80.50299999999999
14510,25.021,-80.50299999999999
14511,25.022,-80.50400000000002
14512,25.022,-80.50400000000002
14513,25.022,-80.50400000000002
14514,25.022,-80.50400000000002
14515,25.024,-80.50400000000002
14516,25.023,-80.50599999999997
14517,25.023,-80.50200000000001
14518,25.025,-80.50400000000002
14519,25.024,-80.50599999999997
14520,25.022,-80.50200000000001
14521,25.022,-80.50099999999998
14522,25.022,-80.50200000000001
14523,25.02,-80.50299999999999
14524,25.022,-80.50200000000001
14525,25.023,-80.505
14526,25.022,-80.50299999999999
14527,25.023,-80.505
14528,25.022,-80.5
14529,25.021,-80.50299999999999
14530,25.022,-80.50599999999997
14531,25.025,-80.50200000000001
14532,25.026,-80.5
14533,25.023,-80.5
14534,25.022,-80.505
14535,25.022,-80.505
14536,25.022,-80.50400000000002
14537,25.022,-80.50200000000001
14538,25.024,-80.50299999999999
14539,25.023,-80.50400000000002
14540,25.023,-80.50200000000001
14553,25.022,-80.50900000000001
14554,25.022,-80.507
14555,25.022,-80.50200000000001
14556,25.021,-80.505
14557,25.022,-80.50400000000002
14558,25.022,-80.50299999999999
14559,25.021,-80.50599999999997
14560,25.023,-80.505
14561,25.022,-80.50400000000002
14562,25.024,-80.50299999999999
14563,25.023,-80.50200000000001
14564,25.022,-80.50299999999999
14565,25.023,-80.50400000000002
14566,25.022,-80.50400000000002
14567,25.022,-80.50400000000002
14568,25.022,-80.50299999999999
14569,25.022,-80.50400000000002
14570,25.022,-80.50299999999999
14571,25.022,-80.50299999999999
14572,25.023,-80.50400000000002
14573,25.022,-80.50299999999999
14574,25.022,-80.50299999999999
14575,25.022,-80.50299999999999
14576,25.022,-80.50400000000002
14577,25.022,-80.50400000000002
14578,25.023,-80.50400000000002
14579,25.023,-80.50400000000002
14580,25.022,-80.50400000000002
14581,25.021,-80.505
14582,25.021,-80.505
14583,25.022,-80.50200000000001
14584,25.022,-80.50200000000001
14585,25.022,-80.50299999999999
14586,25.022,-80.50200000000001
14587,25.022,-80.50400000000002
14588,25.022,-80.50299999999999
14589,25.022,-80.50299999999999
14590,25.023,-80.50400000000002
14591,25.022,-80.50400000000002
14592,25.022,-80.50299999999999
14593,25.022,-80.505
14594,25.021,-80.49900000000002
14595,25.023,-80.50200000000001
14596,25.022,-80.50200000000001
14597,25.022,-80.50400000000002
14598,25.022,-80.50400000000002
14599,25.021,-80.505
14600,25.022,-80.50299999999999
14601,25.021,-80.50299999999999
14602,25.022,-80.50200000000001
14603,25.022,-80.50200000000001
14604,25.022,-80.50299999999999
14605,25.022,-80.50299999999999
14606,25.022,-80.50400000000002
14607,25.023,-80.50400000000002
14608,25.022,-80.50299999999999
14609,25.022,-80.50200000000001
14610,25.023,-80.50400000000002
14611,25.022,-80.50400000000002
14612,25.021,-80.505
14613,25.021,-80.505
14614,25.022,-80.50599999999997
14615,25.022,-80.50200000000001
14616,25.022,-80.505
14617,25.022,-80.50400000000002
14618,25.022,-80.50299999999999
14619,25.022,-80.50400000000002
14620,25.022,-80.50400000000002
14621,25.023,-80.50299999999999
14622,25.022,-80.50299999999999
14623,25.022,-80.50299999999999
14624,25.023,-80.50299999999999
14625,25.022,-80.50400000000002
14626,25.022,-80.50400000000002
14627,25.022,-80.50299999999999
14628,25.022,-80.50200000000001
14629,25.023,-80.50299999999999
14630,25.024,-80.50299999999999
14631,25.022,-80.50400000000002
14632,25.022,-80.50400000000002
14633,25.022,-80.50400000000002
14634,25.023,-80.50299999999999
14635,25.023,-80.505
14636,25.022,-80.505
14637,25.022,-80.50200000000001
14638,25.022,-80.50200000000001
14639,25.022,-80.50299999999999
14640,25.024,-80.50200000000001
14641,25.023,-80.50400000000002
14642,25.021,-80.50400000000002
14643,25.022,-80.50299999999999
14644,25.022,-80.50299999999999
14645,25.022,-80.50400000000002
14646,25.022,-80.50299999999999
14647,25.023,-80.50299999999999
14648,25.022,-80.50299999999999
14649,25.02,-80.505
14650,25.021,-80.505
14651,25.022,-80.50400000000002
14652,25.022,-80.50099999999998
14653,25.021,-80.5
14654,25.022,-80.50200000000001
14655,25.022,-80.50299999999999
14656,25.022,-80.50400000000002
14657,25.022,-80.50299999999999
14658,25.022,-80.505
14659,25.022,-80.50200000000001
14660,25.023,-80.50299999999999
14661,25.022,-80.50299999999999
14674,25.022,-80.50400000000002
14675,25.023,-80.50599999999997
14676,25.022,-80.50299999999999
14677,25.023,-80.50400000000002
14678,25.022,-80.50299999999999
14679,25.019,-80.50400000000002
14680,25.017,-80.50400000000002
14681,25.023,-80.50599999999997
14682,25.023,-80.5
14683,25.023,-80.50099999999998
14684,25.022,-80.50299999999999
14685,25.021,-80.50400000000002
14686,25.021,-80.50400000000002
14687,25.022,-80.50299999999999
14688,25.02,-80.50299999999999
14689,25.022,-80.50299999999999
14690,25.02,-80.5
14691,25.022,-80.50299999999999
14692,25.023,-80.505
14693,25.022,-80.50200000000001
14694,25.022,-80.50299999999999
14695,25.022,-80.505
14696,25.022,-80.50200000000001
14697,25.022,-80.50200000000001
14698,25.022,-80.50200000000001
14699,25.022,-80.50299999999999
14700,25.022,-80.50400000000002
14701,25.022,-80.50299999999999
14702,25.022,-80.50299999999999
14703,25.021,-80.50400000000002
14704,25.021,-80.505
14705,25.021,-80.50400000000002
14706,25.022,-80.50200000000001
14707,25.021,-80.505
14708,25.022,-80.50200000000001
14709,25.021,-80.50400000000002
14710,25.023,-80.50299999999999
14711,25.023,-80.50400000000002
14712,25.022,-80.50299999999999
14713,25.022,-80.50200000000001
14714,25.022,-80.50299999999999
14715,25.022,-80.50200000000001
14716,25.019,-80.50599999999997
14717,25.021,-80.50799999999998
14718,25.022,-80.50400000000002
14719,25.022,-80.50200000000001
14720,25.023,-80.50200000000001
14721,25.024,-80.50400000000002
14722,25.022,-80.50400000000002
14723,25.022,-80.50400000000002
14724,25.022,-80.50200000000001
14725,25.022,-80.50400000000002
14726,25.022,-80.505
14727,25.021,-80.50299999999999
14728,25.022,-80.50400000000002
14729,25.023,-80.50400000000002
14730,25.022,-80.50200000000001
14731,25.022,-80.50200000000001
14732,25.022,-80.50299999999999
14733,25.022,-80.50299999999999
14734,25.023,-80.50299999999999
14735,25.025,-80.50599999999997
14736,25.024,-80.50099999999998
14737,25.022,-80.50299999999999
14738,25.022,-80.505
14739,25.021,-80.50400000000002
14740,25.022,-80.50599999999997
14741,25.022,-80.50200000000001
14742,25.02,-80.50099999999998
14743,25.022,-80.50099999999998
14744,25.021,-80.50799999999998
14745,25.022,-80.50299999999999
14746,25.022,-80.50400000000002
14747,25.022,-80.50299999999999
14748,25.022,-80.50400000000002
14749,25.022,-80.505
14750,25.022,-80.50400000000002
14751,25.022,-80.50299999999999
14752,25.022,-80.50299999999999
14753,25.022,-80.50299999999999
14754,25.023,-80.50299999999999
14755,25.023,-80.50400000000002
14756,25.023,-80.50400000000002
14757,25.023,-80.5
14758,25.021,-80.50400000000002
14759,25.022,-80.50400000000002
14760,25.023,-80.50299999999999
14761,25.022,-80.50299999999999
14762,25.023,-80.50400000000002
14763,25.022,-80.50299999999999
14764,25.022,-80.50299999999999
14765,25.022,-80.50299999999999
14766,25.024,-80.50400000000002
14767,25.022,-80.50299999999999
14768,25.023,-80.505
14769,25.021,-80.505
14770,25.022,-80.50200000000001
14771,25.022,-80.50299999999999
14772,25.022,-80.50400000000002
14773,25.022,-80.50400000000002
14774,25.022,-80.50299999999999
14775,25.022,-80.50299999999999
14776,25.022,-80.50400000000002
14777,25.023,-80.50299999999999
14778,25.022,-80.50200000000001
14779,25.023,-80.50299999999999
14780,25.023,-80.50299999999999
14781,25.022,-80.50200000000001
14782,25.022,-80.50299999999999
14783,25.022,-80.50299999999999
14784,25.022,-80.50299999999999
14785,25.023,-80.505
14786,25.023,-80.50400000000002
14787,25.022,-80.50299999999999
14788,25.022,-80.50200000000001
14789,25.021,-80.50599999999997
14790,25.023,-80.50799999999998
14791,25.022,-80.50400000000002
14792,25.022,-80.50200000000001
14793,25.021,-80.50299999999999
14794,25.023,-80.49900000000002
14795,25.022,-80.50200000000001
14796,25.022,-80.50400000000002
14797,25.022,-80.50299999999999
14798,25.022,-80.50099999999998
14799,25.021,-80.505
14800,25.022,-80.50400000000002
14801,25.024,-80.50299999999999
14802,25.023,-80.50200000000001
14803,25.022,-80.50400000000002
14804,25.022,-80.50400000000002
14805,25.022,-80.50299999999999
14806,25.022,-80.50400000000002
14807,25.022,-80.50400000000002
14808,25.022,-80.50400000000002
14809,25.022,-80.50200000000001
14810,25.022,-80.50200000000001
14811,25.022,-80.50200000000001
14812,25.022,-80.50299999999999
14813,25.022,-80.50200000000001
14814,25.022,-80.50400000000002
14815,25.022,-80.50200000000001
14816,25.022,-80.50299999999999
14817,25.022,-80.50299999999999
