N_TECH_PARAM,PLATFORM_NUMBER,DATA_TYPE,FORMAT_VERSION,HANDBOOK_VERSION,DATA_CENTRE,DATE_CREATION,DATE_UPDATE,TECHNICAL_PARAMETER_NAME,TECHNICAL_PARAMETER_VALUE,CYCLE_NUMBER
0,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass0_COUNT,0,0.0
1,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass1_COUNT,1,0.0
2,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass2_COUNT,2,0.0
3,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass3_COUNT,1,0.0
4,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassA_COUNT,0,0.0
5,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassB_COUNT,0,0.0
6,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassZ_COUNT,0,0.0
7,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositions_COUNT,4,0.0
8,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingCTDSamplesInternalCounter_COUNT,0,0.0
9,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingCTDSamplesTotal_COUNT,0,0.0
10,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingCTDSamplesInternalCounter_COUNT,0,0.0
11,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingCTDSamplesTotal_COUNT,0,0.0
12,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FloatFramesReceivedOnDescendingProfile_COUNT,0,0.0
13,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesCrcOkOnPark_COUNT,0,0.0
14,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesReceivedOnAscendingProfile_COUNT,0,0.0
15,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ParkCTDSamplesTotal_COUNT,0,0.0
16,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TransmissionFloatFramesComplete_COUNT,40,0.0
17,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TransmissionFloatFramesCrcOk_COUNT,37,0.0
18,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TransmissionFloatFramesTechnicalOk_COUNT,10,0.0
19,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_EndDescentToPark_DD,07,1.0
20,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_EndDescentToPark_HHMM,0047,1.0
21,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_EndDescentToProfile_HHMM,2137,1.0
22,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_FloatTimeCorrection_minutes,-1,1.0
23,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_FloatTime_DD,08,1.0
24,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_FloatTime_HHMMSS,080714,1.0
25,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialStabilizationDuringDescentToPark_HHMM,1501,1.0
26,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialValveActionDescentToPark_DD,06,1.0
27,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialValveActionDescentToPark_HHMM,1409,1.0
28,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialValveActionDescentToPark_MM,07,1.0
29,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_LastReset_DD,06,1.0
30,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_LastReset_MM,07,1.0
31,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_Satellite_YYYYMMDDHHMMSS,20170708080840,1.0
32,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_StartAscentToSurface_HHMM,0050,1.0
33,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_StartDescentProfile_HHMM,1449,1.0
34,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_StartDescentToProfile_HHMM,0917,1.0
35,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_TransmissionStart_HHMM,0703,1.0
36,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_Beached_NUMBER,0,1.0
37,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_CTDStatus_NUMBER,0,1.0
38,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_InitialCheckError_LOGICAL,1,1.0
39,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_RTCStatus_LOGICAL,1,1.0
40,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_StatusBladderStateAtLaunch_NUMBER,0,1.0
41,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass0_COUNT,0,1.0
42,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass1_COUNT,6,1.0
43,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass2_COUNT,3,1.0
44,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass3_COUNT,5,1.0
45,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassA_COUNT,0,1.0
46,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassB_COUNT,0,1.0
47,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassZ_COUNT,0,1.0
48,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositions_COUNT,14,1.0
49,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingCTDSamplesInternalCounter_COUNT,112,1.0
50,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingCTDSamplesTotal_COUNT,112,1.0
51,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingProfileReductionLowerPart_COUNT,67,1.0
52,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingProfileReductionUpperPart_COUNT,45,1.0
53,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingCTDSamplesInternalCounter_COUNT,47,1.0
54,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingCTDSamplesTotal_COUNT,47,1.0
55,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingProfileReductionLowerPart_COUNT,12,1.0
56,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingProfileReductionUpperPart_COUNT,35,1.0
57,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescentToParkEntriesInParkMargin_COUNT,3,1.0
58,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescentToProfileEntriesInProfileMargin_COUNT,1,1.0
59,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FloatFramesReceivedOnDescendingProfile_COUNT,8,1.0
60,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesCrcOkOnPark_COUNT,1,1.0
61,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesEmittedOnAscendingProfile_COUNT,18,1.0
62,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesEmittedOnDescendingProfile_COUNT,8,1.0
63,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesEmittedOnPark_COUNT,1,1.0
64,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesReceivedOnAscendingProfile_COUNT,18,1.0
65,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ParkCTDSamplesInternal_COUNT,3,1.0
66,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ParkCTDSamplesTotal_COUNT,3,1.0
67,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsDuringAscentToSurface_COUNT,14,1.0
68,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsDuringDescentToPark_COUNT,2,1.0
69,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsDuringDescentToProfile_COUNT,0,1.0
70,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsDuringPark_COUNT,2,1.0
71,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsDuringProfileDrift_COUNT,0,1.0
72,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsToStartAscent_COUNT,2,1.0
73,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_RepositionsAtProfileDepth_COUNT,0,1.0
74,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_RepositionsDuringPark_COUNT,1,1.0
75,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TransmissionFloatFramesComplete_COUNT,202,1.0
76,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TransmissionFloatFramesCrcOk_COUNT,167,1.0
77,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TransmissionFloatFramesTechnicalOk_COUNT,7,1.0
78,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ValveActionsAtSurfaceDuringDescent_COUNT,30,1.0
79,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ValveActionsDuringDescentToPark_COUNT,8,1.0
80,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ValveActionsDuringDescentToProfile_COUNT,8,1.0
81,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ValveActionsDuringPark_COUNT,0,1.0
82,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ValveActionsDuringProfileDrift_COUNT,0,1.0
83,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,PRESSURE_InternalVacuumAtSurface_mbar,<=725 mbar,1.0
84,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,PRESSURE_InternalVacuumProfileStart_mbar,<=725 mbar,1.0
85,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,PRES_SurfaceOffsetCorrectedNotResetNegative_1cBarResolution_dbar,-0.2,1.0
86,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,TIME_ValveActionsAtSurface_seconds,0,1.0
87,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,VOLTAGE_BatteryPumpStartProfile_volts,9.6,1.0
88,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_TransmissionStart_DD,08,1.0
89,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TelemetryRetransmission_COUNT,30,1.0
90,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_EndDescentToPark_DD,09,2.0
91,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_EndDescentToPark_HHMM,0120,2.0
92,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_EndDescentToProfile_HHMM,2220,2.0
93,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_FloatTimeCorrection_minutes,-2,2.0
94,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_FloatTime_DD,13,2.0
95,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_FloatTime_HHMMSS,070953,2.0
96,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialStabilizationDuringDescentToPark_HHMM,1802,2.0
97,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialValveActionDescentToPark_DD,08,2.0
98,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialValveActionDescentToPark_HHMM,1704,2.0
99,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialValveActionDescentToPark_MM,07,2.0
100,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_LastReset_DD,06,2.0
101,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_LastReset_MM,07,2.0
102,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_Satellite_YYYYMMDDHHMMSS,20170713071139,2.0
103,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_StartAscentToSurface_HHMM,0052,2.0
104,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_StartDescentProfile_HHMM,1753,2.0
105,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_StartDescentToProfile_HHMM,0918,2.0
106,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_TransmissionStart_HHMM,0707,2.0
107,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_Beached_NUMBER,0,2.0
108,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_CTDStatus_NUMBER,0,2.0
109,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_InitialCheckError_LOGICAL,1,2.0
110,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_RTCStatus_LOGICAL,1,2.0
111,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_StatusBladderStateAtLaunch_NUMBER,0,2.0
112,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass0_COUNT,0,2.0
113,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass1_COUNT,1,2.0
114,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass2_COUNT,3,2.0
115,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass3_COUNT,9,2.0
116,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassA_COUNT,0,2.0
117,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassB_COUNT,0,2.0
118,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassZ_COUNT,0,2.0
119,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositions_COUNT,13,2.0
120,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingCTDSamplesInternalCounter_COUNT,111,2.0
121,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingCTDSamplesTotal_COUNT,111,2.0
122,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingProfileReductionLowerPart_COUNT,66,2.0
123,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingProfileReductionUpperPart_COUNT,45,2.0
124,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingCTDSamplesInternalCounter_COUNT,0,2.0
125,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingCTDSamplesTotal_COUNT,0,2.0
126,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingProfileReductionLowerPart_COUNT,0,2.0
127,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingProfileReductionUpperPart_COUNT,0,2.0
128,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescentToParkEntriesInParkMargin_COUNT,2,2.0
129,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescentToProfileEntriesInProfileMargin_COUNT,1,2.0
130,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FloatFramesReceivedOnDescendingProfile_COUNT,0,2.0
131,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesCrcOkOnPark_COUNT,4,2.0
132,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesEmittedOnAscendingProfile_COUNT,17,2.0
133,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesEmittedOnDescendingProfile_COUNT,0,2.0
134,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesEmittedOnPark_COUNT,4,2.0
135,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesReceivedOnAscendingProfile_COUNT,17,2.0
136,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ParkCTDSamplesInternal_COUNT,26,2.0
137,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ParkCTDSamplesTotal_COUNT,26,2.0
138,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsDuringAscentToSurface_COUNT,14,2.0
139,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsDuringDescentToPark_COUNT,2,2.0
140,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsDuringDescentToProfile_COUNT,0,2.0
141,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsDuringPark_COUNT,0,2.0
142,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsDuringProfileDrift_COUNT,0,2.0
143,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_PumpActionsToStartAscent_COUNT,2,2.0
144,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_RepositionsAtProfileDepth_COUNT,0,2.0
145,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_RepositionsDuringPark_COUNT,0,2.0
146,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TransmissionFloatFramesComplete_COUNT,227,2.0
147,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TransmissionFloatFramesCrcOk_COUNT,211,2.0
148,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TransmissionFloatFramesTechnicalOk_COUNT,11,2.0
149,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ValveActionsAtSurfaceDuringDescent_COUNT,36,2.0
150,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ValveActionsDuringDescentToPark_COUNT,7,2.0
151,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ValveActionsDuringDescentToProfile_COUNT,8,2.0
152,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ValveActionsDuringPark_COUNT,0,2.0
153,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ValveActionsDuringProfileDrift_COUNT,0,2.0
154,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,PRESSURE_InternalVacuumAtSurface_mbar,<=725 mbar,2.0
155,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,PRESSURE_InternalVacuumProfileStart_mbar,<=725 mbar,2.0
156,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,PRES_SurfaceOffsetCorrectedNotResetNegative_1cBarResolution_dbar,-0.1,2.0
157,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,TIME_ValveActionsAtSurface_seconds,0,2.0
158,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,VOLTAGE_BatteryPumpStartProfile_volts,9.7,2.0
159,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_TransmissionStart_DD,13,2.0
160,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_TelemetryRetransmission_COUNT,32,2.0
161,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_EndDescentToPark_DD,13,3.0
162,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_EndDescentToPark_HHMM,2227,3.0
163,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_EndDescentToProfile_HHMM,2126,3.0
164,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_FloatTimeCorrection_minutes,-2,3.0
165,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_FloatTime_DD,18,3.0
166,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_FloatTime_HHMMSS,080055,3.0
167,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialStabilizationDuringDescentToPark_HHMM,1626,3.0
168,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialValveActionDescentToPark_DD,13,3.0
169,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialValveActionDescentToPark_HHMM,1539,3.0
170,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_InitialValveActionDescentToPark_MM,07,3.0
171,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_LastReset_DD,06,3.0
172,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_LastReset_MM,07,3.0
173,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_Satellite_YYYYMMDDHHMMSS,20170718080247,3.0
174,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_StartAscentToSurface_HHMM,0047,3.0
175,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_StartDescentProfile_HHMM,1610,3.0
176,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_StartDescentToProfile_HHMM,0918,3.0
177,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,CLOCK_TransmissionStart_HHMM,0703,3.0
178,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_Beached_NUMBER,0,3.0
179,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_CTDStatus_NUMBER,0,3.0
180,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_InitialCheckError_LOGICAL,1,3.0
181,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_RTCStatus_LOGICAL,1,3.0
182,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,FLAG_StatusBladderStateAtLaunch_NUMBER,0,3.0
183,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass0_COUNT,0,3.0
184,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass1_COUNT,4,3.0
185,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass2_COUNT,3,3.0
186,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClass3_COUNT,3,3.0
187,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassA_COUNT,0,3.0
188,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassB_COUNT,0,3.0
189,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositioningClassZ_COUNT,0,3.0
190,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ArgosPositions_COUNT,10,3.0
191,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingCTDSamplesInternalCounter_COUNT,112,3.0
192,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingCTDSamplesTotal_COUNT,112,3.0
193,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingProfileReductionLowerPart_COUNT,67,3.0
194,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_AscendingProfileReductionUpperPart_COUNT,45,3.0
195,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingCTDSamplesInternalCounter_COUNT,0,3.0
196,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingCTDSamplesTotal_COUNT,0,3.0
197,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingProfileReductionLowerPart_COUNT,0,3.0
198,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescendingProfileReductionUpperPart_COUNT,0,3.0
199,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescentToParkEntriesInParkMargin_COUNT,1,3.0
200,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_DescentToProfileEntriesInProfileMargin_COUNT,1,3.0
201,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FloatFramesReceivedOnDescendingProfile_COUNT,0,3.0
202,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesCrcOkOnPark_COUNT,5,3.0
203,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesEmittedOnAscendingProfile_COUNT,17,3.0
204,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesEmittedOnDescendingProfile_COUNT,0,3.0
205,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesEmittedOnPark_COUNT,5,3.0
206,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_FramesReceivedOnAscendingProfile_COUNT,17,3.0
207,6902746,Argo technical data,3.1,1.2,IF,20200902124003,20200908111752,NUMBER_ParkCTDSamplesInternal_COUNT,27,3.0
