N_MEASUREMENT,LATITUDE,LONGITUDE,PRES,TEMP,PSAL
3031,,,589.0,11.983,35.605
3032,,,363.0,16.646,36.317
3033,,,325.0,17.566,36.476
3034,,,215.0,20.344,36.876
3035,,,186.0,21.51,37.026
3036,,,75.0,26.511,37.074
3037,,,66.0,26.351,36.643
3038,,,4.0,26.359,36.509
3039,,,1.0,26.356,36.512
3040,,,,,
3041,,,,,
3042,,,,,
3043,19.023,-57.69499999999999,,,
3044,19.024,-57.69499999999999,,,
3045,19.023,-57.69799999999998,,,
3046,19.03,-57.70100000000002,,,
3047,19.032,-57.702999999999975,,,
3048,19.032,-57.70400000000001,,,
3049,19.036,-57.70999999999998,,,
3050,19.036,-57.71199999999999,,,
3051,19.038,-57.71300000000002,,,
3052,19.039,-57.714999999999975,,,
3053,19.041,-57.716999999999985,,,
3054,,,,,
3055,,,,,
3056,,,,,
3057,,,,,
3058,,,80.0,,
3059,,,600.0,,
3060,,,,,
3061,,,636.0,11.086,35.476
3062,,,635.0,11.068,35.474
3063,,,639.0,11.081,35.475
3064,,,634.0,11.196,35.49
3065,,,642.0,10.889,35.447
3066,,,645.0,10.832,35.44
3067,,,641.0,10.903,35.453
3068,,,642.0,10.801,35.44
3069,,,614.0,11.334,35.508
3070,,,594.0,11.807,35.569
3071,,,602.0,11.927,35.578
3072,,,592.0,11.789,35.569
3073,,,594.0,11.704,35.562
3074,,,593.0,11.764,35.572
3075,,,601.0,11.792,35.57
3076,,,597.0,11.77,35.568
3077,,,597.0,11.775,35.57
3078,,,599.0,11.787,35.566
3079,,,599.0,11.797,35.567
3080,,,591.0,11.724,35.561
3081,,,597.0,11.438,35.518
3082,,,607.0,11.591,35.54
3083,,,600.0,11.734,35.563
3084,,,601.0,11.727,35.564
3085,,,597.0,11.472,35.533
3086,,,605.0,11.494,35.533
3087,,,602.0,11.946,35.595
3088,,,,,
3089,,,589.0,,
3090,,,653.0,,
3091,,,610.96295,11.489926,35.529667
3092,,,2000.0,,
3093,,,,,
3094,,,,,
3095,,,2000.0,,
3096,,,2000.0,,
3097,,,2006.0,3.564,34.97
3098,,,2006.0,3.564,34.97
3099,,,1738.0,3.966,34.984
3100,,,1663.0,4.099,34.99
3101,,,1388.0,4.791,35.019
3102,,,1313.0,5.032,35.02
3103,,,1038.0,5.814,34.929
3104,,,963.0,6.12,34.903
3105,,,688.0,9.795,35.299
3106,,,613.0,11.43,35.526
3107,,,388.0,15.914,36.196
3108,,,315.0,17.502,36.464
3109,,,226.0,19.916,36.807
3110,,,176.0,21.959,37.014
3111,,,105.0,25.077,37.287
3112,,,56.0,26.196,36.82
3113,,,8.0,26.195,36.697
3114,,,1.0,26.186,36.699
3115,,,,,
3116,,,,,
3117,,,,,
3118,18.966,-57.58100000000002,,,
3119,18.964,-57.58499999999998,,,
3120,18.959,-57.593999999999994,,,
3121,18.951,-57.61700000000002,,,
3122,18.947,-57.62099999999998,,,
3123,18.945,-57.624000000000024,,,
3124,18.943,-57.63799999999998,,,
3125,18.942,-57.63900000000001,,,
3126,18.933,-57.64999999999998,,,
3127,18.93,-57.65199999999999,,,
3128,18.926,-57.66399999999999,,,
3129,18.923,-57.672000000000025,,,
3130,,,,,
3131,,,,,
3132,,,,,
3133,,,,,
3134,,,120.0,,
3135,,,590.0,,
3136,,,,,
3137,,,648.0,9.789,35.227
3138,,,559.0,12.007,35.55
3139,,,590.0,11.458,35.493
3140,,,597.0,11.447,35.484
3141,,,608.0,10.586,35.344
3142,,,622.0,10.679,35.358
3143,,,614.0,10.825,35.383
3144,,,622.0,10.537,35.334
3145,,,621.0,10.554,35.35
3146,,,617.0,10.552,35.35
3147,,,627.0,10.824,35.383
3148,,,621.0,10.548,35.341
3149,,,648.0,9.702,35.197
3150,,,515.0,13.028,35.737
3151,,,586.0,11.528,35.495
3152,,,582.0,11.448,35.517
3153,,,606.0,10.881,35.394
3154,,,604.0,11.379,35.473
3155,,,590.0,11.344,35.472
3156,,,622.0,10.214,35.279
3157,,,646.0,9.68,35.19
3158,,,648.0,9.678,35.19
3159,,,645.0,9.721,35.199
3160,,,584.0,11.623,35.518
3161,,,604.0,10.939,35.425
3162,,,526.0,13.07,35.739
3163,,,581.0,11.777,35.553
3164,,,,,
3165,,,477.0,,
3166,,,665.0,,
3167,,,604.9259,10.956223,35.406483
3168,,,1980.0,,
3169,,,,,
3170,,,,,
3171,,,1970.0,,
3172,,,1980.0,,
3173,,,1981.0,3.591,34.972
3174,,,1981.0,3.591,34.972
3175,,,1813.0,3.835,34.979
3176,,,1638.0,4.133,34.991
3177,,,1463.0,4.508,35.01
3178,,,1288.0,5.102,35.02
3179,,,1113.0,5.656,34.944
3180,,,988.0,5.928,34.867
3181,,,763.0,8.307,35.084
3182,,,638.0,10.16,35.28
3183,,,463.0,14.068,35.899
3184,,,346.0,16.624,36.315
3185,,,255.0,18.586,36.634
3186,,,205.0,19.851,36.798
3187,,,135.0,23.809,37.305
3188,,,86.0,26.077,37.215
3189,,,16.0,26.095,36.77
3190,,,4.0,26.082,36.766
3191,,,,,
3192,,,,,
3193,,,,,
3194,18.764,-57.358000000000004,,,
3195,18.762,-57.363999999999976,,,
3196,18.764,-57.367999999999995,,,
3197,18.761,-57.37700000000001,,,
3198,18.76,-57.37700000000001,,,
3199,18.759,-57.375999999999976,,,
3200,18.758,-57.386000000000024,,,
3201,18.756,-57.386000000000024,,,
3202,18.757,-57.389999999999986,,,
3203,18.755,-57.394000000000005,,,
3204,18.752,-57.398000000000025,,,
3205,18.752,-57.398000000000025,,,
3206,,,,,
3207,,,,,
3208,,,,,
3209,,,,,
3210,,,10.0,,
3211,,,640.0,,
3212,,,,,
3213,,,628.0,9.945,35.22
3214,,,630.0,9.939,35.218
3215,,,634.0,9.978,35.221
3216,,,629.0,10.068,35.233
3217,,,634.0,9.738,35.181
3218,,,641.0,9.529,35.157
3219,,,579.0,11.377,35.449
3220,,,615.0,10.169,35.245
3221,,,589.0,11.228,35.433
3222,,,515.0,12.803,35.693
3223,,,575.0,11.517,35.47
3224,,,614.0,10.254,35.257
3225,,,616.0,10.315,35.269
3226,,,561.0,11.495,35.472
3227,,,556.0,11.994,35.55
3228,,,576.0,11.459,35.463
3229,,,485.0,13.219,35.735
3230,,,631.0,9.482,35.149
3231,,,631.0,9.788,35.19
3232,,,630.0,9.771,35.189
3233,,,630.0,9.857,35.206
3234,,,632.0,10.064,35.234
3235,,,619.0,10.053,35.242
3236,,,635.0,9.398,35.131
3237,,,643.0,9.557,35.158
3238,,,627.0,9.988,35.225
3239,,,640.0,9.451,35.141
3240,,,,,
3241,,,467.0,,
3242,,,659.0,,
3243,,,607.2222,10.460592,35.301147
3244,,,2000.0,,
3245,,,,,
3246,,,,,
3247,,,2000.0,,
3248,,,2000.0,,
3249,,,2006.0,3.581,34.971
3250,,,2006.0,3.581,34.971
3251,,,1838.0,3.798,34.978
3252,,,1663.0,4.115,34.99
3253,,,1489.0,4.473,35.007
3254,,,1313.0,4.98,35.013
3255,,,1139.0,5.529,34.956
3256,,,1013.0,5.831,34.87
3257,,,788.0,7.365,34.92
3258,,,664.0,9.268,35.118
3259,,,488.0,13.815,35.86
3260,,,363.0,16.056,36.219
3261,,,266.0,18.178,36.566
3262,,,215.0,19.37,36.738
3263,,,125.0,23.812,37.255
3264,,,95.0,25.792,37.189
3265,,,10.0,25.986,36.823
3266,,,5.0,25.976,36.822
3267,,,,,
3268,,,,,
3269,,,,,
3270,18.612,-57.08100000000002,,,
3271,18.606,-57.08300000000003,,,
3272,18.608,-57.08300000000003,,,
3273,18.605,-57.084,,,
3274,18.604,-57.084,,,
3275,18.603,-57.08499999999998,,,
3276,18.603,-57.08300000000003,,,
3277,18.599,-57.08600000000001,,,
3278,18.596,-57.08699999999999,,,
3279,18.592,-57.08600000000001,,,
3280,18.589,-57.089999999999975,,,
3281,,,,,
3282,,,,,
3283,,,,,
3284,,,,,
3285,,,80.0,,
3286,,,580.0,,
3287,,,,,
3288,,,656.0,8.974,35.082
3289,,,582.0,11.035,35.388
3290,,,561.0,11.432,35.45
3291,,,560.0,11.72,35.502
3292,,,618.0,9.792,35.206
3293,,,549.0,11.638,35.485
3294,,,522.0,12.795,35.682
3295,,,563.0,11.451,35.456
3296,,,531.0,11.827,35.517
3297,,,452.0,14.138,35.905
3298,,,633.0,10.098,35.249
3299,,,654.0,9.051,35.101
3300,,,646.0,9.129,35.121
3301,,,576.0,10.942,35.375
3302,,,554.0,11.764,35.512
3303,,,597.0,10.403,35.286
3304,,,505.0,12.835,35.689
3305,,,590.0,10.955,35.376
3306,,,562.0,11.495,35.468
3307,,,572.0,11.115,35.4
3308,,,579.0,10.7,35.337
3309,,,582.0,10.921,35.372
3310,,,586.0,10.659,35.323
3311,,,581.0,10.61,35.319
3312,,,592.0,10.519,35.308
3313,,,588.0,10.851,35.358
3314,,,592.0,10.584,35.313
3315,,,581.0,10.838,35.363
3316,,,,,
3317,,,445.0,,
3318,,,658.0,,
3319,,,577.2857,11.009679,35.39082
3320,,,1990.0,,
3321,,,,,
3322,,,,,
3323,,,1980.0,,
3324,,,1990.0,,
3325,,,1987.0,3.675,34.981
3326,,,1987.0,3.675,34.981
3327,,,1813.0,3.894,34.981
3328,,,1638.0,4.17,34.993
3329,,,1464.0,4.628,35.011
3330,,,1288.0,5.059,35.011
3331,,,1113.0,5.562,34.945
3332,,,988.0,5.698,34.85
3333,,,813.0,6.928,34.868
3334,,,638.0,9.744,35.206
3335,,,513.0,12.926,35.71
3336,,,346.0,16.424,36.283
3337,,,276.0,18.137,36.569
3338,,,205.0,19.813,36.746
3339,,,135.0,23.365,37.259
3340,,,85.0,25.756,37.189
3341,,,9.0,25.864,36.867
3342,,,4.0,25.866,36.866
3343,,,,,
3344,,,,,
3345,,,,,
3346,18.535,-56.899,,,
3347,18.525,-56.90199999999999,,,
3348,18.529,-56.90899999999999,,,
3349,18.525,-56.911,,,
3350,18.52,-56.916,,,
3351,18.52,-56.918000000000006,,,
3352,18.516,-56.92500000000001,,,
3353,18.508,-56.923,,,
3354,18.505,-56.92700000000002,,,
3355,18.504,-56.94,,,
3356,18.498,-56.94200000000001,,,
3357,18.498,-56.95400000000001,,,
3358,,,,,
3359,,,,,
3360,,,,,
3361,,,,,
3362,,,160.0,,
3363,,,580.0,,
3364,,,,,
3365,,,540.0,12.078,35.572
3366,,,612.0,10.023,35.236
3367,,,541.0,12.1,35.575
3368,,,585.0,10.291,35.27
3369,,,536.0,12.421,35.63
3370,,,556.0,12.162,35.598
3371,,,551.0,12.141,35.596
3372,,,631.0,9.187,35.099
3373,,,621.0,10.028,35.226
3374,,,590.0,10.961,35.372
3375,,,578.0,10.96,35.384
3376,,,605.0,9.979,35.224
3377,,,605.0,10.417,35.299
3378,,,598.0,10.519,35.305
3379,,,594.0,10.252,35.279
3380,,,610.0,9.778,35.201
3381,,,616.0,9.801,35.203
3382,,,614.0,9.827,35.2
3383,,,619.0,9.848,35.202
3384,,,616.0,9.852,35.216
3385,,,604.0,10.435,35.292
3386,,,579.0,10.831,35.383
3387,,,606.0,10.044,35.243
3388,,,631.0,9.449,35.138
3389,,,635.0,9.286,35.121
3390,,,616.0,9.992,35.225
3391,,,619.0,9.81,35.197
3392,,,,,
3393,,,456.0,,
3394,,,666.0,,
3395,,,596.5926,10.4619255,35.30689
3396,,,1990.0,,
3397,,,,,
3398,,,,,
3399,,,1980.0,,
3400,,,1990.0,,
3401,,,1984.0,3.667,34.982
3402,,,1984.0,3.667,34.982
3403,,,1813.0,3.881,34.982
3404,,,1638.0,4.175,34.993
3405,,,1463.0,4.591,35.01
3406,,,1288.0,5.069,35.01
3407,,,1113.0,5.586,34.938
3408,,,988.0,5.809,34.828
3409,,,813.0,6.888,34.862
3410,,,639.0,9.18,35.106
3411,,,513.0,12.729,35.679
3412,,,346.0,16.465,36.29
3413,,,275.0,18.364,36.605
3414,,,205.0,19.849,36.728
3415,,,135.0,23.741,37.26
3416,,,85.0,25.493,37.064
3417,,,16.0,25.427,37.01
3418,,,4.0,25.42,37.014
3419,,,,,
3420,,,,,
3421,,,,,
3422,18.534,-56.839999999999975,,,
3423,18.544,-56.841999999999985,,,
3424,18.541,-56.85899999999998,,,
3425,18.544,-56.86900000000003,,,
3426,18.553,-56.87099999999998,,,
3427,18.555,-56.872000000000014,,,
3428,18.561,-56.884000000000015,,,
3429,18.563,-56.882000000000005,,,
3430,18.565,-56.88099999999997,,,
3431,18.567,-56.88099999999997,,,
3432,18.569,-56.882000000000005,,,
3433,18.571,-56.88499999999999,,,
3434,,,,,
3435,,,,,
3436,,,,,
3437,,,,,
3438,,,270.0,,
3439,,,630.0,,
3440,,,,,
3441,,,633.0,10.499,35.382
3442,,,636.0,10.373,35.367
3443,,,651.0,9.619,35.231
3444,,,564.0,11.84,35.575
3445,,,604.0,11.027,35.457
3446,,,607.0,11.161,35.475
3447,,,604.0,11.072,35.464
3448,,,609.0,11.145,35.471
3449,,,605.0,11.139,35.47
3450,,,601.0,10.95,35.455
3451,,,602.0,11.057,35.47
3452,,,601.0,11.068,35.462
3453,,,604.0,10.873,35.443
3454,,,613.0,10.733,35.417
3455,,,610.0,11.104,35.47
3456,,,611.0,10.903,35.446
3457,,,605.0,11.098,35.471
3458,,,606.0,11.164,35.479
3459,,,606.0,11.111,35.467
3460,,,621.0,10.559,35.386
3461,,,657.0,9.222,35.187
3462,,,582.0,11.604,35.535
3463,,,533.0,12.35,35.645
3464,,,606.0,11.17,35.483
3465,,,610.0,10.927,35.458
3466,,,622.0,10.71,35.412
3467,,,,,
3468,,,529.0,,
3469,,,657.0,,
3470,,,607.8077,10.941462,35.44531
3471,,,1990.0,,
3472,,,,,
3473,,,,,
3474,,,1980.0,,
3475,,,1990.0,,
3476,,,1988.0,3.656,34.98
3477,,,1988.0,3.656,34.98
3478,,,1813.0,3.896,34.983
3479,,,1638.0,4.163,34.994
3480,,,1463.0,4.584,35.012
3481,,,1288.0,5.117,35.01
3482,,,1113.0,5.574,34.944
3483,,,988.0,5.733,34.848
3484,,,762.0,7.242,34.888
3485,,,638.0,9.559,35.196
3486,,,463.0,13.724,35.847
3487,,,346.0,16.44,36.284
3488,,,256.0,18.694,36.644
3489,,,205.0,20.29,36.86
3490,,,115.0,24.263,37.282
3491,,,85.0,25.429,37.075
3492,,,7.0,25.396,37.065
3493,,,4.0,25.398,37.065
3494,,,,,
3495,,,,,
3496,,,,,
3497,18.726,-56.85899999999998,,,
3498,18.745,-56.86500000000001,,,
3499,18.739,-56.86500000000001,,,
3500,18.741,-56.872000000000014,,,
3501,18.74,-56.87299999999999,,,
3502,18.745,-56.88099999999997,,,
3503,18.748,-56.882000000000005,,,
3504,18.747,-56.879999999999995,,,
3505,18.749,-56.88900000000001,,,
3506,18.747,-56.89499999999998,,,
3507,18.753,-56.896000000000015,,,
3508,18.755,-56.89499999999998,,,
3509,,,,,
3510,,,,,
3511,,,,,
3512,,,,,
3513,,,10.0,,
3514,,,600.0,,
3515,,,,,
3516,,,643.0,10.173,35.348
3517,,,584.0,11.213,35.483
3518,,,577.0,11.37,35.505
3519,,,573.0,12.007,35.598
3520,,,565.0,11.874,35.583
3521,,,576.0,11.534,35.525
3522,,,579.0,11.44,35.511
3523,,,579.0,11.773,35.559
3524,,,579.0,11.622,35.535
3525,,,578.0,11.455,35.519
3526,,,583.0,11.418,35.511
3527,,,589.0,11.562,35.524
3528,,,572.0,11.823,35.578
3529,,,578.0,11.453,35.515
3530,,,581.0,11.172,35.484
3531,,,602.0,11.04,35.448
3532,,,583.0,11.666,35.545
3533,,,577.0,11.402,35.511
3534,,,611.0,10.204,35.306
3535,,,625.0,10.19,35.29
3536,,,607.0,11.078,35.447
3537,,,577.0,11.457,35.511
3538,,,622.0,10.279,35.316
3539,,,621.0,10.277,35.315
3540,,,601.0,11.464,35.515
3541,,,576.0,11.818,35.572
3542,,,585.0,11.176,35.477
3543,,,,,
3544,,,562.0,,
3545,,,657.0,,
3546,,,589.7407,11.257037,35.482628
3547,,,2010.0,,
3548,,,,,
3549,,,,,
3550,,,2010.0,,
3551,,,2010.0,,
3552,,,2008.0,3.583,34.972
3553,,,2008.0,3.583,34.972
3554,,,1788.0,3.955,34.989
3555,,,1663.0,4.173,35.003
3556,,,1438.0,4.704,35.02
3557,,,1313.0,5.059,35.018
3558,,,1089.0,5.654,34.954
3559,,,963.0,6.09,34.889
3560,,,788.0,6.979,34.845
3561,,,613.0,10.975,35.429
3562,,,488.0,13.543,35.82
3563,,,336.0,16.737,36.334
3564,,,265.0,18.339,36.592
3565,,,196.0,19.987,36.801
3566,,,125.0,23.817,37.271
3567,,,75.0,25.209,37.04
3568,,,8.0,25.199,37.038
3569,,,3.0,25.197,37.038
3570,,,,,
3571,,,,,
3572,,,,,
3573,18.958,-57.0,,,
3574,18.956,-57.0,,,
3575,18.954,-57.009000000000015,,,
3576,18.955,-57.007000000000005,,,
3577,18.956,-57.014999999999986,,,
3578,18.955,-57.01400000000001,,,
3579,18.953,-57.021000000000015,,,
3580,18.947,-57.02699999999999,,,
3581,18.951,-57.02600000000001,,,
3582,18.951,-57.03199999999998,,,
3583,18.948,-57.02800000000002,,,
3584,18.952,-57.043000000000006,,,
3585,,,,,
3586,,,,,
3587,,,,,
3588,,,,,
3589,,,90.0,,
3590,,,630.0,,
3591,,,,,
3592,,,614.0,11.113,35.483
3593,,,611.0,11.334,35.513
3594,,,612.0,11.166,35.49
3595,,,615.0,10.684,35.43
3596,,,626.0,10.474,35.394
3597,,,626.0,10.94,35.456
3598,,,622.0,10.871,35.448
3599,,,624.0,10.887,35.452
3600,,,620.0,10.908,35.455
3601,,,627.0,10.76,35.433
3602,,,618.0,11.247,35.5
3603,,,621.0,10.701,35.43
3604,,,628.0,10.569,35.41
3605,,,635.0,10.707,35.426
3606,,,623.0,10.966,35.462
3607,,,633.0,10.384,35.381
3608,,,628.0,10.715,35.43
3609,,,626.0,11.114,35.483
3610,,,619.0,11.277,35.507
3611,,,629.0,10.747,35.434
3612,,,636.0,10.63,35.419
3613,,,632.0,10.746,35.436
3614,,,623.0,11.017,35.47
3615,,,622.0,10.844,35.454
3616,,,632.0,10.662,35.421
3617,,,631.0,10.803,35.44
3618,,,631.0,10.659,35.422
3619,,,,,
3620,,,607.0,,
3621,,,639.0,,
3622,,,624.5926,10.849074,35.44737
3623,,,2010.0,,
3624,,,,,
3625,,,,,
3626,,,1990.0,,
3627,,,2010.0,,
3628,,,2008.0,3.577,34.977
3629,,,2008.0,3.577,34.977
3630,,,1788.0,3.943,34.991
3631,,,1663.0,4.157,35.0
3632,,,1438.0,4.706,35.022
3633,,,1313.0,5.078,35.013
3634,,,1088.0,5.761,34.936
3635,,,963.0,6.203,34.895
3636,,,738.0,8.242,35.047
3637,,,614.0,10.657,35.41
3638,,,438.0,14.489,35.966
3639,,,336.0,16.674,36.323
3640,,,246.0,18.877,36.689
3641,,,195.0,20.698,36.951
3642,,,106.0,24.875,37.255
3643,,,76.0,25.199,37.038
3644,,,8.0,25.218,36.969
3645,,,3.0,25.211,36.968
3646,,,,,
3647,,,,,
3648,,,,,
3649,19.22,-57.23000000000002,,,
3650,19.227,-57.23700000000002,,,
3651,19.227,-57.24400000000003,,,
3652,19.225,-57.250999999999976,,,
3653,19.222,-57.259000000000015,,,
3654,19.222,-57.26400000000001,,,
3655,19.221,-57.264999999999986,,,
3656,19.222,-57.269000000000005,,,
3657,19.217,-57.278999999999996,,,
3658,19.215,-57.281000000000006,,,
3659,19.212,-57.283000000000015,,,
3660,19.21,-57.298,,,
3661,19.207,-57.31200000000001,,,
3662,,,,,
3663,,,,,
3664,,,,,
3665,,,,,
3666,,,110.0,,
3667,,,570.0,,
3668,,,,,
3669,,,621.0,11.073,35.486
3670,,,623.0,11.07,35.485
3671,,,619.0,11.14,35.498
3672,,,623.0,11.084,35.487
3673,,,628.0,11.177,35.498
3674,,,625.0,11.27,35.508
3675,,,624.0,11.321,35.515
3676,,,627.0,10.978,35.472
3677,,,632.0,10.864,35.456
3678,,,629.0,10.8,35.449
3679,,,639.0,10.836,35.449
3680,,,634.0,10.959,35.461
3681,,,633.0,10.807,35.447
3682,,,640.0,11.077,35.475
3683,,,632.0,11.329,35.511
3684,,,628.0,11.116,35.495
3685,,,636.0,10.549,35.416
3686,,,640.0,10.504,35.403
3687,,,639.0,10.705,35.429
3688,,,641.0,10.782,35.435
3689,,,643.0,10.851,35.449
3690,,,640.0,10.779,35.434
3691,,,643.0,10.99,35.467
3692,,,638.0,10.962,35.464
3693,,,639.0,10.577,35.415
3694,,,644.0,10.582,35.411
3695,,,645.0,10.699,35.428
3696,,,637.0,11.122,35.488
3697,,,,,
3698,,,579.0,,
3699,,,652.0,,
3700,,,633.6429,10.9286785,35.461823
3701,,,2010.0,,
3702,,,,,
3703,,,,,
3704,,,2000.0,,
3705,,,2010.0,,
3706,,,2005.0,3.581,34.973
3707,,,2005.0,3.581,34.973
3708,,,1738.0,4.006,34.991
3709,,,1663.0,4.149,34.999
3710,,,1388.0,4.847,35.023
3711,,,1313.0,5.113,35.017
3712,,,1038.0,5.859,34.924
3713,,,963.0,6.245,34.905
3714,,,688.0,10.119,35.347
3715,,,613.0,11.389,35.521
3716,,,346.0,16.428,36.281
3717,,,315.0,17.182,36.411
3718,,,205.0,20.299,36.854
3719,,,175.0,21.83,37.096
3720,,,85.0,25.204,37.062
3721,,,56.0,25.248,37.027
3722,,,3.0,25.168,36.922
3723,,,0.0,25.168,36.923
3724,,,,,
3725,,,,,
3726,,,,,
3727,19.417,-57.51299999999998,,,
3728,19.41,-57.51600000000002,,,
3729,19.405,-57.51600000000002,,,
3730,19.404,-57.521000000000015,,,
3731,19.402,-57.52499999999998,,,
3732,19.402,-57.52999999999997,,,
3733,19.405,-57.536,,,
3734,19.402,-57.54199999999997,,,
3735,19.401,-57.54399999999998,,,
3736,19.401,-57.54899999999998,,,
3737,19.4,-57.55000000000001,,,
3738,19.402,-57.55599999999998,,,
3739,19.397,-57.565999999999974,,,
3740,,,,,
3741,,,,,
3742,,,,,
3743,,,,,
3744,,,110.0,,
3745,,,620.0,,
3746,,,,,
3747,,,548.0,12.412,35.655
3748,,,601.0,11.375,35.518
3749,,,610.0,11.568,35.539
3750,,,610.0,11.269,35.5
3751,,,612.0,11.028,35.47
3752,,,618.0,11.235,35.494
3753,,,609.0,11.741,35.566
3754,,,611.0,11.254,35.492
3755,,,617.0,10.727,35.432
3756,,,628.0,10.964,35.452
3757,,,616.0,11.528,35.538
3758,,,612.0,11.714,35.562
3759,,,610.0,11.355,35.514
3760,,,616.0,11.007,35.469
3761,,,620.0,11.181,35.493
3762,,,614.0,11.433,35.527
3763,,,614.0,11.268,35.501
3764,,,619.0,11.083,35.478
3765,,,621.0,11.362,35.514
3766,,,613.0,11.67,35.558
3767,,,615.0,11.288,35.504
3768,,,621.0,11.082,35.478
3769,,,620.0,11.327,35.507
3770,,,615.0,11.635,35.553
3771,,,614.0,11.241,35.503
3772,,,623.0,11.065,35.477
3773,,,627.0,11.194,35.493
3774,,,,,
3775,,,519.0,,
3776,,,653.0,,
3777,,,613.1111,11.333555,35.510628
3778,,,2030.0,,
3779,,,,,
3780,,,,,
3781,,,2020.0,,
3782,,,2030.0,,
3783,,,2030.0,3.618,34.983
3784,,,2030.0,3.618,34.983
3785,,,1862.0,3.867,34.993
3786,,,1688.0,4.191,35.005
3787,,,1513.0,4.589,35.022
3788,,,1338.0,5.045,35.022
3789,,,1163.0,5.521,34.975
3790,,,988.0,6.059,34.898
3791,,,813.0,7.457,34.995
3792,,,638.0,10.703,35.43
3793,,,513.0,13.329,35.789
3794,,,325.0,16.816,36.348
3795,,,275.0,18.017,36.556
3796,,,186.0,21.527,37.071
3797,,,135.0,24.051,37.319
3798,,,66.0,25.172,37.058
3799,,,15.0,25.368,36.834
3800,,,4.0,25.438,36.584
3801,,,,,
3802,,,,,
3803,,,,,
3804,19.65,-57.766999999999996,,,
3805,19.642,-57.77199999999999,,,
3806,19.644,-57.771000000000015,,,
3807,19.638,-57.77699999999999,,,
3808,19.634,-57.781000000000006,,,
3809,19.634,-57.781000000000006,,,
3810,19.634,-57.785000000000025,,,
3811,19.632,-57.78699999999998,,,
3812,19.631,-57.78899999999999,,,
3813,19.631,-57.791,,,
3814,19.633,-57.797000000000025,,,
3815,19.642,-57.803,,,
3816,,,,,
3817,,,,,
3818,,,,,
3819,,,,,
3820,,,110.0,,
3821,,,390.0,,
3822,,,,,
3823,,,315.0,17.361,36.444
3824,,,311.0,17.328,36.436
3825,,,317.0,17.451,36.457
3826,,,311.0,17.511,36.469
3827,,,311.0,17.506,36.471
3828,,,316.0,17.34,36.433
3829,,,314.0,17.381,36.445
3830,,,317.0,17.086,36.393
3831,,,313.0,17.273,36.425
3832,,,316.0,17.324,36.434
3833,,,315.0,17.292,36.427
3834,,,318.0,17.096,36.393
3835,,,315.0,17.453,36.458
3836,,,318.0,17.581,36.479
3837,,,313.0,17.323,36.436
3838,,,319.0,17.294,36.428
3839,,,316.0,17.243,36.424
3840,,,319.0,17.398,36.446
3841,,,312.0,17.216,36.417
3842,,,319.0,17.094,36.394
3843,,,318.0,17.262,36.423
3844,,,317.0,17.296,36.428
3845,,,320.0,17.374,36.443
3846,,,318.0,17.372,36.442
3847,,,320.0,17.23,36.417
3848,,,321.0,17.448,36.455
3849,,,317.0,17.203,36.414
3850,,,324.0,17.326,36.434
3851,,,316.0,17.241,36.422
3852,,,315.0,17.217,36.423
3853,,,323.0,17.335,36.437
3854,,,315.0,17.179,36.409
3855,,,318.0,17.101,36.396
3856,,,318.0,17.156,36.406
3857,,,323.0,17.1,36.393
3858,,,319.0,17.394,36.447
3859,,,319.0,17.273,36.429
3860,,,319.0,17.271,36.426
3861,,,320.0,17.365,36.443
3862,,,318.0,17.429,36.453
3863,,,315.0,17.237,36.42
3864,,,321.0,17.179,36.41
3865,,,323.0,17.056,36.385
3866,,,324.0,17.064,36.388
3867,,,320.0,17.36,36.441
3868,,,321.0,17.397,36.447
3869,,,322.0,17.411,36.449
3870,,,319.0,17.369,36.443
3871,,,318.0,17.278,36.425
3872,,,315.0,17.191,36.414
3873,,,320.0,16.919,36.367
3874,,,325.0,17.092,36.393
3875,,,323.0,17.485,36.463
3876,,,321.0,17.227,36.418
3877,,,323.0,17.382,36.441
3878,,,323.0,17.264,36.423
3879,,,324.0,17.343,36.436
3880,,,320.0,17.173,36.409
3881,,,322.0,17.146,36.404
3882,,,321.0,17.27,36.424
3883,,,326.0,17.349,36.437
3884,,,323.0,17.443,36.457
3885,,,320.0,17.185,36.412
3886,,,327.0,17.012,36.382
3887,,,328.0,17.057,36.387
3888,,,328.0,17.432,36.452
3889,,,,,
3890,,,307.0,,
3891,,,330.0,,
3892,,,319.01514,17.279455,36.42691
3893,,,2020.0,,
3894,,,,,
3895,,,,,
3896,,,2020.0,,
3897,,,2020.0,,
3898,,,2026.0,3.605,34.983
3899,,,2026.0,3.605,34.983
3900,,,1913.0,3.79,34.99
3901,,,1688.0,4.199,35.009
3902,,,1563.0,4.48,35.019
3903,,,1339.0,5.067,35.018
3904,,,1213.0,5.461,34.994
3905,,,988.0,6.164,34.893
3906,,,863.0,6.819,34.904
3907,,,638.0,11.271,35.505
3908,,,513.0,13.547,35.824
3909,,,346.0,17.039,36.384
3910,,,276.0,18.605,36.64
3911,,,205.0,20.568,36.93
3912,,,135.0,23.573,37.277
3913,,,85.0,25.122,37.146
3914,,,16.0,25.715,36.927
3915,,,6.0,25.761,36.876
3916,,,,,
3917,,,,,
3918,,,,,
3919,19.84,-58.293000000000006,,,
3920,19.84,-58.29000000000002,,,
3921,19.843,-58.297000000000025,,,
3922,19.844,-58.29599999999999,,,
