N_MEASUREMENT,LATITUDE,LONGITUDE,PRES,TEMP,PSAL
10889,,,360.0,15.243,36.073
10890,,,381.0,14.444,35.911
10891,,,386.0,14.566,35.932
10892,,,384.0,14.466,35.916
10893,,,384.0,14.483,35.917
10894,,,385.0,14.267,35.88
10895,,,391.0,14.279,35.882
10896,,,387.0,14.361,35.895
10897,,,391.0,14.426,35.905
10898,,,386.0,14.259,35.882
10899,,,383.0,14.308,35.889
10900,,,390.0,14.426,35.904
10901,,,381.0,14.451,35.918
10902,,,392.0,13.91,35.822
10903,,,400.0,13.824,35.803
10904,,,391.0,14.237,35.878
10905,,,382.0,14.643,35.948
10906,,,386.0,14.11,35.858
10907,,,395.0,14.103,35.853
10908,,,394.0,14.0,35.835
10909,,,392.0,14.218,35.869
10910,,,396.0,13.949,35.826
10911,,,393.0,14.276,35.881
10912,,,388.0,14.556,35.936
10913,,,373.0,14.846,35.978
10914,,,384.0,14.316,35.889
10915,,,,,
10916,,,344.0,,
10917,,,402.0,,
10918,,,368.83334,14.933045,36.00547
10919,,,1980.0,,
10920,,,,,
10921,,,,,
10922,,,1970.0,,
10923,,,1980.0,,
10924,,,1981.0,4.097,35.003
10925,,,1981.0,4.097,35.003
10926,,,1863.0,4.112,35.003
10927,,,1638.0,4.182,35.003
10928,,,1513.0,4.281,35.003
10929,,,1288.0,4.552,35.005
10930,,,1163.0,4.758,34.99
10931,,,938.0,5.663,34.935
10932,,,813.0,6.534,34.884
10933,,,588.0,9.603,35.168
10934,,,463.0,12.35,35.573
10935,,,325.0,16.162,36.215
10936,,,275.0,17.503,36.442
10937,,,186.0,21.086,36.91
10938,,,136.0,24.483,36.995
10939,,,85.0,27.098,36.665
10940,,,35.0,29.142,36.174
10941,,,6.0,29.103,35.801
10942,,,,,
10943,,,,,
10944,,,,,
10945,16.099,-77.30200000000002,,,
10946,16.099,-77.332,,,
10947,16.1,-77.33699999999999,,,
10948,16.104,-77.358,,,
10949,16.105,-77.368,,,
10950,16.106,-77.37799999999999,,,
10951,16.104,-77.38400000000001,,,
10952,16.106,-77.39800000000002,,,
10953,16.106,-77.40199999999999,,,
10954,16.109,-77.418,,,
10955,16.108,-77.41899999999998,,,
10956,16.11,-77.42899999999997,,,
10957,16.109,-77.43200000000002,,,
10958,16.111,-77.445,,,
10959,16.113,-77.45400000000001,,,
10960,16.111,-77.45299999999997,,,
10961,,,,,
10962,,,,,
10963,,,,,
10964,,,,,
10965,,,60.0,,
10966,,,350.0,,
10967,,,,,
10968,,,349.0,15.506,36.095
10969,,,329.0,16.249,36.227
10970,,,313.0,16.707,36.311
10971,,,310.0,16.831,36.333
10972,,,315.0,16.887,36.344
10973,,,311.0,17.03,36.368
10974,,,313.0,16.888,36.346
10975,,,323.0,16.315,36.241
10976,,,323.0,16.277,36.226
10977,,,321.0,16.322,36.241
10978,,,324.0,16.357,36.247
10979,,,319.0,16.178,36.219
10980,,,325.0,16.297,36.236
10981,,,322.0,16.408,36.259
10982,,,320.0,16.328,36.246
10983,,,321.0,16.192,36.222
10984,,,327.0,16.106,36.202
10985,,,330.0,16.404,36.252
10986,,,324.0,16.315,36.24
10987,,,324.0,16.23,36.224
10988,,,330.0,15.996,36.183
10989,,,333.0,16.181,36.215
10990,,,329.0,16.175,36.217
10991,,,332.0,15.705,36.135
10992,,,336.0,15.655,36.122
10993,,,337.0,15.745,36.138
10994,,,331.0,16.003,36.186
10995,,,329.0,16.11,36.208
10996,,,329.0,16.162,36.215
10997,,,331.0,15.939,36.175
10998,,,335.0,15.832,36.154
10999,,,333.0,15.738,36.141
11000,,,337.0,15.45,36.091
11001,,,342.0,15.551,36.109
11002,,,338.0,15.703,36.132
11003,,,335.0,15.896,36.166
11004,,,334.0,15.786,36.147
11005,,,340.0,15.502,36.101
11006,,,337.0,15.603,36.118
11007,,,336.0,15.619,36.121
11008,,,337.0,15.524,36.106
11009,,,339.0,15.484,36.099
11010,,,339.0,15.734,36.139
11011,,,335.0,15.594,36.117
11012,,,341.0,15.402,36.084
11013,,,341.0,15.477,36.096
11014,,,339.0,15.499,36.101
11015,,,340.0,15.447,36.09
11016,,,338.0,15.329,36.078
11017,,,351.0,15.201,36.046
11018,,,347.0,15.28,36.061
11019,,,339.0,15.608,36.123
11020,,,339.0,15.386,36.084
11021,,,344.0,15.267,36.06
11022,,,350.0,14.855,35.987
11023,,,346.0,15.343,36.072
11024,,,350.0,15.031,36.018
11025,,,353.0,14.865,35.99
11026,,,349.0,14.927,36.002
11027,,,346.0,15.432,36.087
11028,,,342.0,15.305,36.067
11029,,,350.0,14.953,36.008
11030,,,358.0,14.812,35.973
11031,,,351.0,15.057,36.024
11032,,,345.0,15.059,36.026
11033,,,362.0,14.865,35.986
11034,,,356.0,14.651,35.95
11035,,,,,
11036,,,281.0,,
11037,,,411.0,,
11038,,,335.13434,15.754702,36.14369
11039,,,2030.0,,
11040,,,,,
11041,,,,,
11042,,,2020.0,,
11043,,,2030.0,,
11044,,,2032.0,4.106,35.003
11045,,,2032.0,4.106,35.003
11046,,,1913.0,4.11,35.003
11047,,,1688.0,4.144,35.004
11048,,,1564.0,4.225,35.005
11049,,,1339.0,4.456,35.007
11050,,,1213.0,4.619,35.002
11051,,,989.0,5.252,34.967
11052,,,863.0,6.054,34.904
11053,,,638.0,8.615,35.044
11054,,,513.0,11.152,35.396
11055,,,345.0,14.889,35.996
11056,,,275.0,17.018,36.366
11057,,,206.0,19.813,36.768
11058,,,135.0,24.181,37.06
11059,,,85.0,27.256,36.426
11060,,,35.0,29.243,35.926
11061,,,6.0,29.337,35.881
11062,,,,,
11063,,,,,
11064,,,,,
11065,15.446,-77.428,,,
11066,15.419,-77.42399999999998,,,
11067,15.417,-77.42899999999997,,,
11068,15.411,-77.42700000000002,,,
11069,15.397,-77.43,,,
11070,15.393,-77.43,,,
11071,15.389,-77.43099999999998,,,
11072,15.389,-77.42899999999997,,,
11073,15.377,-77.43200000000002,,,
11074,15.371,-77.43400000000003,,,
11075,15.369,-77.43400000000003,,,
11076,15.37,-77.43700000000001,,,
11077,15.365,-77.43599999999998,,,
11078,15.361,-77.43299999999999,,,
11079,15.354,-77.435,,,
11080,15.353,-77.43400000000003,,,
11081,15.349,-77.435,,,
11082,,,,,
11083,,,,,
11084,,,,,
11085,,,,,
11086,,,70.0,,
11087,,,400.0,,
11088,,,,,
11089,,,366.0,14.772,35.967
11090,,,365.0,14.52,35.92
11091,,,377.0,14.071,35.841
11092,,,375.0,13.987,35.834
11093,,,381.0,14.267,35.878
11094,,,376.0,14.204,35.868
11095,,,379.0,13.961,35.836
11096,,,380.0,13.893,35.83
11097,,,383.0,13.948,35.831
11098,,,381.0,13.909,35.823
11099,,,387.0,13.783,35.807
11100,,,384.0,13.818,35.814
11101,,,387.0,13.796,35.808
11102,,,387.0,13.76,35.806
11103,,,381.0,14.255,35.881
11104,,,382.0,13.954,35.833
11105,,,386.0,13.751,35.807
11106,,,391.0,13.606,35.78
11107,,,391.0,13.746,35.804
11108,,,397.0,13.19,35.708
11109,,,361.0,14.323,35.889
11110,,,310.0,15.886,36.168
11111,,,302.0,16.535,36.282
11112,,,388.0,13.552,35.773
11113,,,337.0,15.204,36.05
11114,,,318.0,15.862,36.163
11115,,,318.0,15.844,36.158
11116,,,314.0,15.608,36.122
11117,,,322.0,15.442,36.09
11118,,,321.0,15.786,36.149
11119,,,316.0,15.72,36.139
11120,,,328.0,15.481,36.099
11121,,,314.0,15.806,36.156
11122,,,318.0,15.599,36.114
11123,,,319.0,15.59,36.119
11124,,,320.0,15.793,36.154
11125,,,320.0,15.475,36.097
11126,,,328.0,15.398,36.083
11127,,,327.0,15.408,36.085
11128,,,321.0,15.628,36.126
11129,,,322.0,15.535,36.107
11130,,,322.0,15.318,36.075
11131,,,325.0,15.48,36.098
11132,,,320.0,15.367,36.08
11133,,,327.0,15.156,36.041
11134,,,330.0,15.114,36.036
11135,,,324.0,15.301,36.071
11136,,,325.0,15.556,36.112
11137,,,328.0,15.331,36.072
11138,,,325.0,15.388,36.084
11139,,,324.0,15.525,36.108
11140,,,325.0,15.346,36.074
11141,,,322.0,15.328,36.073
11142,,,326.0,15.05,36.026
11143,,,342.0,14.65,35.954
11144,,,336.0,14.837,35.989
11145,,,332.0,14.991,36.015
11146,,,334.0,14.806,35.983
11147,,,334.0,15.183,36.047
11148,,,329.0,15.139,36.04
11149,,,331.0,15.08,36.03
11150,,,328.0,15.242,36.057
11151,,,330.0,15.155,36.052
11152,,,336.0,15.017,36.022
11153,,,335.0,15.021,36.013
11154,,,335.0,14.927,36.006
11155,,,328.0,15.226,36.058
11156,,,,,
11157,,,298.0,,
11158,,,404.0,,
11159,,,343.4776,14.913433,36.000225
11160,,,2010.0,,
11161,,,,,
11162,,,,,
11163,,,2000.0,,
11164,,,2010.0,,
11165,,,2012.0,4.115,35.004
11166,,,2012.0,4.115,35.004
11167,,,1838.0,4.139,35.004
11168,,,1663.0,4.189,35.004
11169,,,1488.0,4.314,35.002
11170,,,1312.0,4.46,34.999
11171,,,1139.0,4.73,34.987
11172,,,963.0,5.371,34.948
11173,,,838.0,6.22,34.871
11174,,,613.0,7.489,34.913
11175,,,488.0,10.808,35.337
11176,,,335.0,14.802,35.995
11177,,,285.0,16.162,36.23
11178,,,196.0,19.392,36.712
11179,,,145.0,22.135,36.968
11180,,,75.0,27.679,36.494
11181,,,46.0,28.975,36.034
11182,,,5.0,28.961,36.008
11183,,,0.0,28.95,36.011
11184,,,,,
11185,,,,,
11186,,,,,
11187,13.91,-77.39699999999999,,,
11188,13.903,-77.40199999999999,,,
11189,13.885,-77.41000000000003,,,
11190,13.887,-77.40800000000002,,,
11191,13.884,-77.40899999999999,,,
11192,13.867,-77.41899999999998,,,
11193,13.866,-77.418,,,
11194,13.857,-77.42099999999999,,,
11195,13.858,-77.42200000000003,,,
11196,13.85,-77.42700000000002,,,
11197,13.844,-77.428,,,
11198,13.834,-77.43299999999999,,,
11199,13.834,-77.43200000000002,,,
11200,13.829,-77.43599999999998,,,
11201,,,,,
11202,,,,,
11203,,,,,
11204,,,,,
11205,,,60.0,,
11206,,,380.0,,
11207,,,,,
11208,,,380.0,13.287,35.718
11209,,,372.0,13.282,35.716
11210,,,379.0,12.874,35.648
11211,,,386.0,12.865,35.646
11212,,,386.0,12.889,35.647
11213,,,384.0,12.878,35.646
11214,,,389.0,12.909,35.651
11215,,,385.0,13.012,35.668
11216,,,386.0,12.902,35.651
11217,,,389.0,12.912,35.653
11218,,,388.0,12.874,35.648
11219,,,391.0,12.859,35.646
11220,,,391.0,12.866,35.648
11221,,,391.0,12.875,35.648
11222,,,390.0,12.87,35.646
11223,,,389.0,12.861,35.648
11224,,,391.0,12.832,35.643
11225,,,391.0,12.746,35.631
11226,,,389.0,12.768,35.632
11227,,,394.0,12.756,35.632
11228,,,395.0,12.553,35.602
11229,,,301.0,15.634,36.131
11230,,,267.0,16.541,36.293
11231,,,373.0,13.112,35.686
11232,,,385.0,12.834,35.64
11233,,,355.0,13.514,35.739
11234,,,351.0,13.397,35.738
11235,,,351.0,13.394,35.735
11236,,,353.0,13.255,35.717
11237,,,354.0,13.397,35.724
11238,,,353.0,13.385,35.73
11239,,,356.0,13.192,35.704
11240,,,354.0,13.456,35.731
11241,,,341.0,14.273,35.879
11242,,,324.0,14.657,35.958
11243,,,335.0,14.354,35.899
11244,,,326.0,14.904,36.002
11245,,,321.0,15.006,36.02
11246,,,325.0,14.828,35.993
11247,,,347.0,14.118,35.845
11248,,,324.0,14.948,36.007
11249,,,323.0,14.929,36.006
11250,,,320.0,14.851,35.995
11251,,,336.0,14.583,35.937
11252,,,330.0,14.674,35.973
11253,,,323.0,14.909,36.003
11254,,,322.0,14.768,35.974
11255,,,335.0,14.346,35.898
11256,,,337.0,14.771,35.976
11257,,,322.0,14.966,36.014
11258,,,331.0,14.786,35.982
11259,,,325.0,14.765,35.983
11260,,,323.0,14.775,35.985
11261,,,330.0,14.527,35.94
11262,,,345.0,13.872,35.819
11263,,,338.0,14.604,35.947
11264,,,334.0,14.627,35.953
11265,,,333.0,14.509,35.935
11266,,,331.0,14.609,35.949
11267,,,336.0,14.596,35.946
11268,,,333.0,14.592,35.946
11269,,,330.0,14.441,35.925
11270,,,352.0,13.764,35.796
11271,,,369.0,13.445,35.733
11272,,,345.0,14.263,35.89
11273,,,334.0,14.09,35.881
11274,,,,,
11275,,,232.0,,
11276,,,403.0,,
11277,,,352.5606,13.877743,35.82159
11278,,,2030.0,,
11279,,,,,
11280,,,,,
11281,,,2010.0,,
11282,,,2020.0,,
11283,,,2013.0,4.136,35.005
11284,,,2013.0,4.136,35.005
11285,,,1788.0,4.177,35.005
11286,,,1663.0,4.224,35.004
11287,,,1438.0,4.382,35.003
11288,,,1313.0,4.512,34.997
11289,,,1088.0,4.846,34.981
11290,,,963.0,5.441,34.949
11291,,,738.0,6.716,34.849
11292,,,613.0,8.08,34.948
11293,,,388.0,12.261,35.522
11294,,,335.0,14.243,35.882
11295,,,225.0,18.156,36.546
11296,,,196.0,19.789,36.767
11297,,,106.0,25.524,36.881
11298,,,76.0,28.136,36.393
11299,,,8.0,28.82,36.103
11300,,,3.0,28.818,36.104
11301,,,,,
11302,,,,,
11303,,,,,
11304,14.224,-76.87299999999999,,,
11305,14.223,-76.87700000000001,,,
11306,14.22,-76.88099999999997,,,
11307,14.224,-76.89299999999997,,,
11308,14.226,-76.89499999999998,,,
11309,14.227,-76.90699999999998,,,
11310,14.227,-76.911,,,
11311,14.233,-76.923,,,
11312,14.23,-76.92200000000003,,,
11313,14.233,-76.93,,,
11314,14.232,-76.93299999999999,,,
11315,14.236,-76.93900000000002,,,
11316,14.237,-76.94099999999997,,,
11317,14.24,-76.95100000000002,,,
11318,,,,,
11319,,,,,
11320,,,,,
11321,,,,,
11322,,,80.0,,
11323,,,390.0,,
11324,,,,,
11325,,,353.0,13.91,35.812
11326,,,354.0,14.039,35.836
11327,,,351.0,13.971,35.826
11328,,,350.0,13.988,35.833
11329,,,356.0,14.121,35.852
11330,,,357.0,13.981,35.826
11331,,,362.0,13.818,35.798
11332,,,362.0,13.744,35.786
11333,,,363.0,13.737,35.787
11334,,,369.0,13.488,35.745
11335,,,372.0,13.337,35.721
11336,,,378.0,13.156,35.687
11337,,,374.0,13.424,35.732
11338,,,364.0,14.045,35.84
11339,,,360.0,13.78,35.795
11340,,,373.0,13.342,35.72
11341,,,376.0,13.355,35.72
11342,,,374.0,13.384,35.724
11343,,,375.0,13.188,35.695
11344,,,385.0,12.672,35.613
11345,,,389.0,12.77,35.621
11346,,,389.0,13.169,35.688
11347,,,372.0,13.587,35.761
11348,,,382.0,13.266,35.706
11349,,,383.0,12.974,35.657
11350,,,387.0,13.07,35.676
11351,,,383.0,13.056,35.675
11352,,,389.0,12.917,35.647
11353,,,391.0,12.783,35.627
11354,,,386.0,13.19,35.697
11355,,,376.0,12.856,35.647
11356,,,390.0,12.727,35.621
11357,,,392.0,12.951,35.656
11358,,,382.0,13.346,35.723
11359,,,376.0,13.233,35.703
11360,,,381.0,13.155,35.696
11361,,,375.0,13.319,35.724
11362,,,379.0,13.351,35.725
11363,,,389.0,12.758,35.621
11364,,,396.0,12.787,35.627
11365,,,394.0,12.815,35.633
11366,,,389.0,12.795,35.628
11367,,,396.0,12.771,35.626
11368,,,390.0,13.287,35.717
11369,,,373.0,13.588,35.767
11370,,,379.0,13.436,35.742
11371,,,384.0,13.081,35.686
11372,,,387.0,13.273,35.712
11373,,,381.0,13.38,35.73
11374,,,384.0,13.281,35.715
11375,,,387.0,12.876,35.651
11376,,,397.0,12.863,35.641
11377,,,385.0,13.472,35.739
11378,,,379.0,13.488,35.749
11379,,,386.0,13.164,35.696
11380,,,383.0,13.175,35.705
11381,,,384.0,13.303,35.715
11382,,,378.0,13.37,35.734
11383,,,390.0,12.999,35.664
11384,,,390.0,13.462,35.739
11385,,,375.0,13.909,35.819
11386,,,372.0,13.828,35.796
11387,,,382.0,13.527,35.754
11388,,,382.0,13.639,35.769
11389,,,384.0,13.622,35.765
11390,,,375.0,13.668,35.774
11391,,,395.0,12.967,35.66
11392,,,,,
11393,,,348.0,,
11394,,,398.0,,
11395,,,378.74628,13.325134,35.718987
11396,,,1980.0,,
11397,,,,,
11398,,,,,
11399,,,1970.0,,
11400,,,1980.0,,
11401,,,1981.0,4.118,35.007
11402,,,1981.0,4.118,35.007
11403,,,1863.0,4.139,35.007
11404,,,1638.0,4.258,35.009
11405,,,1513.0,4.35,35.006
11406,,,1288.0,4.593,34.995
11407,,,1163.0,4.775,34.984
11408,,,937.0,5.522,34.943
11409,,,814.0,6.355,34.883
11410,,,588.0,9.045,35.074
11411,,,463.0,11.313,35.39
11412,,,325.0,15.395,36.088
11413,,,275.0,16.848,36.343
11414,,,186.0,20.183,36.82
11415,,,135.0,23.377,37.075
11416,,,85.0,27.398,36.576
11417,,,35.0,28.481,36.118
11418,,,6.0,28.276,35.748
11419,,,,,
11420,,,,,
11421,,,,,
11422,15.163,-76.06400000000002,,,
11423,15.158,-76.06200000000001,,,
11424,15.169,-76.08100000000002,,,
11425,15.172,-76.08100000000002,,,
11426,15.171,-76.08499999999998,,,
11427,15.183,-76.09899999999999,,,
11428,15.187,-76.10500000000002,,,
11429,15.186,-76.10399999999998,,,
11430,15.187,-76.10700000000003,,,
11431,15.194,-76.113,,,
11432,15.198,-76.11700000000002,,,
11433,15.2,-76.118,,,
11434,15.204,-76.11900000000003,,,
11435,15.212,-76.13099999999997,,,
11436,,,,,
11437,,,,,
11438,,,,,
11439,,,,,
11440,,,20.0,,
11441,,,390.0,,
11442,,,,,
11443,,,334.0,15.429,36.096
11444,,,329.0,15.593,36.128
11445,,,331.0,15.283,36.074
11446,,,328.0,15.815,36.165
11447,,,329.0,15.79,36.161
11448,,,332.0,15.345,36.084
11449,,,333.0,15.366,36.088
11450,,,334.0,15.581,36.124
11451,,,335.0,15.499,36.111
11452,,,334.0,15.625,36.133
11453,,,333.0,15.633,36.134
11454,,,333.0,15.721,36.148
11455,,,335.0,15.718,36.148
11456,,,334.0,15.468,36.104
11457,,,341.0,15.034,36.028
11458,,,343.0,15.2,36.055
11459,,,345.0,15.286,36.071
11460,,,341.0,15.557,36.118
11461,,,337.0,15.571,36.124
11462,,,337.0,15.842,36.165
11463,,,341.0,15.797,36.16
11464,,,338.0,15.44,36.1
11465,,,344.0,15.36,36.086
11466,,,343.0,15.571,36.123
11467,,,339.0,15.616,36.131
11468,,,342.0,15.549,36.117
11469,,,346.0,15.314,36.078
11470,,,339.0,15.834,36.157
11471,,,339.0,15.889,36.177
11472,,,344.0,15.692,36.142
11473,,,341.0,15.81,36.165
11474,,,340.0,15.763,36.157
11475,,,343.0,15.667,36.138
11476,,,343.0,15.847,36.168
11477,,,343.0,15.903,36.172
11478,,,342.0,15.894,36.173
11479,,,343.0,15.773,36.157
11480,,,342.0,15.579,36.125
11481,,,345.0,15.585,36.127
11482,,,350.0,15.584,36.126
11483,,,344.0,15.796,36.157
11484,,,341.0,16.114,36.212
11485,,,347.0,15.898,36.178
11486,,,345.0,15.963,36.187
11487,,,342.0,15.893,36.18
11488,,,346.0,15.834,36.167
11489,,,345.0,15.845,36.169
11490,,,345.0,15.846,36.169
11491,,,344.0,15.835,36.167
11492,,,346.0,16.027,36.194
11493,,,342.0,15.831,36.167
11494,,,346.0,16.079,36.204
11495,,,342.0,15.914,36.182
11496,,,346.0,15.892,36.174
11497,,,346.0,15.756,36.156
11498,,,347.0,15.95,36.184
11499,,,344.0,16.046,36.203
11500,,,346.0,15.969,36.189
11501,,,346.0,15.824,36.166
11502,,,349.0,15.95,36.186
11503,,,347.0,16.066,36.203
11504,,,345.0,16.022,36.202
11505,,,347.0,15.929,36.178
11506,,,356.0,15.946,36.183
11507,,,348.0,16.068,36.205
11508,,,347.0,16.012,36.196
11509,,,349.0,15.943,36.183
11510,,,,,
11511,,,323.0,,
11512,,,359.0,,
11513,,,341.53732,15.732403,36.14894
11514,,,2040.0,,
11515,,,,,
11516,,,,,
11517,,,2020.0,,
11518,,,2040.0,,
11519,,,2037.0,4.128,35.007
11520,,,2037.0,4.128,35.007
11521,,,1913.0,4.148,35.007
11522,,,1688.0,4.219,35.008
11523,,,1563.0,4.297,35.009
11524,,,1338.0,4.516,35.008
11525,,,1213.0,4.662,34.994
11526,,,987.0,5.296,34.947
11527,,,863.0,5.968,34.883
11528,,,638.0,8.904,35.083
11529,,,513.0,11.506,35.441
11530,,,345.0,16.213,36.23
11531,,,296.0,17.57,36.456
11532,,,205.0,20.773,36.874
11533,,,155.0,23.82,37.123
11534,,,86.0,27.264,36.603
11535,,,55.0,28.433,35.779
11536,,,6.0,28.116,35.12
11537,,,1.0,28.099,35.122
11538,,,,,
11539,,,,,
11540,,,,,
11541,16.173,-76.053,,,
11542,16.176,-76.048,,,
11543,16.184,-76.06400000000002,,,
11544,16.179,-76.06599999999997,,,
11545,16.179,-76.06599999999997,,,
11546,16.182,-76.08499999999998,,,
11547,16.182,-76.08999999999997,,,
11548,16.182,-76.09100000000001,,,
11549,16.183,-76.09899999999999,,,
11550,16.184,-76.11099999999999,,,
11551,16.185,-76.108,,,
11552,16.187,-76.11599999999999,,,
11553,16.187,-76.11399999999998,,,
11554,16.189,-76.125,,,
11555,16.191,-76.13600000000002,,,
11556,,,,,
11557,,,,,
11558,,,,,
11559,,,,,
11560,,,70.0,,
11561,,,400.0,,
11562,,,,,
11563,,,344.0,16.386,36.259
11564,,,345.0,16.068,36.202
11565,,,350.0,16.309,36.242
11566,,,343.0,16.416,36.265
11567,,,349.0,16.267,36.224
11568,,,351.0,15.599,36.125
11569,,,358.0,15.886,36.171
11570,,,354.0,16.049,36.2
11571,,,352.0,16.006,36.192
11572,,,355.0,15.944,36.18
11573,,,356.0,16.129,36.212
11574,,,348.0,16.41,36.264
11575,,,347.0,15.978,36.19
11576,,,360.0,15.839,36.163
11577,,,359.0,16.054,36.201
11578,,,355.0,15.992,36.188
11579,,,355.0,15.954,36.184
11580,,,361.0,15.967,36.183
11581,,,359.0,15.965,36.184
11582,,,357.0,16.05,36.2
11583,,,355.0,16.015,36.196
11584,,,363.0,15.799,36.156
11585,,,363.0,15.626,36.118
11586,,,365.0,16.042,36.199
11587,,,362.0,16.104,36.208
11588,,,361.0,15.987,36.19
11589,,,366.0,15.801,36.156
11590,,,363.0,15.886,36.171
11591,,,355.0,16.268,36.241
11592,,,359.0,15.884,36.176
11593,,,366.0,15.805,36.157
11594,,,360.0,16.046,36.201
11595,,,360.0,15.921,36.18
11596,,,365.0,15.507,36.105
11597,,,366.0,15.583,36.12
11598,,,364.0,16.117,36.211
11599,,,361.0,16.075,36.205
11600,,,367.0,16.068,36.203
11601,,,363.0,15.931,36.177
11602,,,363.0,15.975,36.188
11603,,,367.0,15.989,36.189
11604,,,366.0,16.053,36.199
11605,,,360.0,15.693,36.141
11606,,,371.0,15.473,36.099
11607,,,368.0,15.747,36.148
11608,,,371.0,15.774,36.155
11609,,,375.0,15.661,36.135
11610,,,374.0,15.898,36.173
11611,,,363.0,16.113,36.214
11612,,,364.0,15.77,36.157
11613,,,365.0,15.725,36.147
11614,,,372.0,15.739,36.147
11615,,,370.0,15.723,36.141
11616,,,369.0,15.962,36.184
11617,,,368.0,15.928,36.177
11618,,,370.0,15.611,36.125
11619,,,370.0,15.856,36.165
11620,,,365.0,15.713,36.154
11621,,,371.0,15.877,36.168
11622,,,368.0,15.843,36.166
11623,,,373.0,15.872,36.168
11624,,,367.0,15.766,36.148
11625,,,377.0,15.649,36.129
11626,,,373.0,15.561,36.115
11627,,,374.0,15.602,36.126
11628,,,376.0,15.675,36.135
11629,,,,,
11630,,,339.0,,
11631,,,381.0,,
11632,,,362.30304,15.908803,36.175636
11633,,,1520.0,,
11634,,,,,
11635,,,,,
11636,,,1520.0,,
11637,,,1520.0,,
11638,,,1526.0,4.238,35.012
11639,,,1526.0,4.238,35.012
11640,,,1263.0,4.595,35.01
11641,,,1188.0,4.712,35.004
11642,,,913.0,5.813,34.913
11643,,,838.0,6.197,34.878
11644,,,563.0,10.511,35.293
11645,,,488.0,12.361,35.575
11646,,,315.0,17.484,36.426
11647,,,286.0,18.382,36.564
11648,,,175.0,23.654,37.073
11649,,,146.0,25.302,37.002
11650,,,55.0,28.07,35.091
11651,,,45.0,28.066,35.089
11652,,,1.0,28.045,35.094
11653,,,0.0,28.047,35.092
11654,,,,,
11655,,,,,
11656,,,,,
11657,16.666,-77.12599999999998,,,
11658,16.671,-77.13,,,
11659,16.686,-77.15800000000002,,,
11660,16.689,-77.16399999999999,,,
11661,16.692,-77.17700000000002,,,
11662,16.697,-77.202,,,
11663,16.702,-77.202,,,
11664,16.705,-77.19900000000001,,,
11665,16.702,-77.202,,,
11666,16.704,-77.21499999999997,,,
11667,16.703,-77.20999999999998,,,
11668,16.71,-77.22800000000001,,,
11669,16.711,-77.22800000000001,,,
11670,16.712,-77.23599999999999,,,
11671,16.718,-77.25,,,
11672,16.722,-77.25999999999999,,,
11673,16.727,-77.26999999999998,,,
11674,,,,,
11675,,,,,
11676,,,1520.0,,
11677,,,,,
11678,,,,,
11679,,,100.0,,
11680,,,390.0,,
11681,,,,,
11682,,,334.0,16.936,36.351
11683,,,328.0,17.248,36.403
11684,,,326.0,17.244,36.403
11685,,,326.0,17.064,36.377
11686,,,330.0,17.075,36.371
11687,,,331.0,16.831,36.335
11688,,,339.0,16.783,36.325
11689,,,332.0,16.823,36.335
11690,,,329.0,16.752,36.325
11691,,,334.0,16.785,36.327
11692,,,338.0,16.9,36.344
11693,,,335.0,17.267,36.404
11694,,,336.0,17.339,36.414
11695,,,331.0,16.773,36.331
11696,,,340.0,16.62,36.3
11697,,,340.0,16.704,36.314
11698,,,336.0,16.854,36.339
11699,,,338.0,16.865,36.341
11700,,,337.0,16.856,36.34
11701,,,339.0,16.857,36.34
11702,,,338.0,16.75,36.321
11703,,,341.0,16.859,36.34
11704,,,344.0,16.858,36.34
11705,,,335.0,16.943,36.355
11706,,,340.0,16.876,36.349
11707,,,337.0,16.713,36.315
11708,,,341.0,16.61,36.298
11709,,,341.0,16.841,36.336
11710,,,345.0,16.944,36.351
11711,,,335.0,16.759,36.327
11712,,,346.0,16.859,36.338
11713,,,338.0,16.978,36.362
11714,,,339.0,16.777,36.326
11715,,,339.0,16.836,36.338
11716,,,340.0,16.854,36.337
11717,,,338.0,16.809,36.333
11718,,,335.0,16.709,36.314
11719,,,341.0,16.472,36.275
11720,,,346.0,16.606,36.3
11721,,,345.0,16.864,36.339
11722,,,341.0,16.76,36.326
11723,,,348.0,16.604,36.297
11724,,,339.0,16.557,36.293
11725,,,346.0,16.471,36.276
11726,,,344.0,16.41,36.265
11727,,,345.0,16.506,36.282
11728,,,347.0,16.608,36.3
11729,,,342.0,16.364,36.257
11730,,,349.0,16.401,36.262
11731,,,342.0,16.407,36.268
11732,,,346.0,16.39,36.26
11733,,,343.0,16.3,36.248
11734,,,347.0,16.347,36.254
11735,,,347.0,16.405,36.267
11736,,,344.0,16.423,36.269
11737,,,345.0,16.164,36.222
11738,,,347.0,16.426,36.269
11739,,,343.0,16.282,36.243
11740,,,356.0,16.322,36.248
11741,,,347.0,16.468,36.275
11742,,,346.0,16.225,36.232
11743,,,355.0,16.184,36.223
11744,,,350.0,16.383,36.261
11745,,,348.0,16.38,36.265
11746,,,356.0,16.37,36.257
11747,,,346.0,16.401,36.269
11748,,,,,
11749,,,324.0,,
11750,,,357.0,,
11751,,,340.78787,16.68259,36.31062
11752,,,1370.0,,
11753,,,,,
11754,,,,,
11755,,,1370.0,,
11756,,,1370.0,,
11757,,,1377.0,4.407,35.006
11758,,,1377.0,4.407,35.006
