N_TECH_PARAM,PLATFORM_NUMBER,DATA_TYPE,FORMAT_VERSION,HANDBOOK_VERSION,DATA_CENTRE,DATE_CREATION,DATE_UPDATE,TECHNICAL_PARAMETER_NAME,TECHNICAL_PARAMETER_VALUE,CYCLE_NUMBER
6464,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_DD                                                                                        ',b'14                                                                                                                              ',91.0
6465,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_HHMM                                                                                      ',b'1715                                                                                                                            ',91.0
6466,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_MM                                                                                        ',b'04                                                                                                                              ',91.0
6467,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_LastReset_DD                                                                                                              ',b'06                                                                                                                              ',91.0
6468,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_LastReset_MM                                                                                                              ',b'07                                                                                                                              ',91.0
6469,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_Satellite_YYYYMMDDHHMMSS                                                                                                  ',b'20190424074210                                                                                                                  ',91.0
6470,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartAscentToSurface_HHMM                                                                                                 ',b'0100                                                                                                                            ',91.0
6471,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartDescentProfile_HHMM                                                                                                  ',b'1745                                                                                                                            ',91.0
6472,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartDescentToProfile_HHMM                                                                                                ',b'0647                                                                                                                            ',91.0
6473,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_TransmissionStart_HHMM                                                                                                    ',b'0709                                                                                                                            ',91.0
6474,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_Beached_NUMBER                                                                                                             ',b'0                                                                                                                               ',91.0
6475,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_CTDStatus_NUMBER                                                                                                           ',b'0                                                                                                                               ',91.0
6476,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_InitialCheckError_LOGICAL                                                                                                  ',b'1                                                                                                                               ',91.0
6477,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_RTCStatus_LOGICAL                                                                                                          ',b'1                                                                                                                               ',91.0
6478,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_StatusBladderStateAtLaunch_NUMBER                                                                                          ',b'0                                                                                                                               ',91.0
6479,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass0_COUNT                                                                                             ',b'0                                                                                                                               ',91.0
6480,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass1_COUNT                                                                                             ',b'1                                                                                                                               ',91.0
6481,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass2_COUNT                                                                                             ',b'2                                                                                                                               ',91.0
6482,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass3_COUNT                                                                                             ',b'13                                                                                                                              ',91.0
6483,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClassA_COUNT                                                                                             ',b'0                                                                                                                               ',91.0
6484,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClassB_COUNT                                                                                             ',b'0                                                                                                                               ',91.0
6485,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClassZ_COUNT                                                                                             ',b'0                                                                                                                               ',91.0
6486,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositions_COUNT                                                                                                     ',b'16                                                                                                                              ',91.0
6487,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingCTDSamplesInternalCounter_COUNT                                                                                 ',b'113                                                                                                                             ',91.0
6488,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingCTDSamplesTotal_COUNT                                                                                           ',b'113                                                                                                                             ',91.0
6489,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingProfileReductionLowerPart_COUNT                                                                                 ',b'68                                                                                                                              ',91.0
6490,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingProfileReductionUpperPart_COUNT                                                                                 ',b'45                                                                                                                              ',91.0
6491,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingCTDSamplesInternalCounter_COUNT                                                                                ',b'0                                                                                                                               ',91.0
6492,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingCTDSamplesTotal_COUNT                                                                                          ',b'0                                                                                                                               ',91.0
6493,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingProfileReductionLowerPart_COUNT                                                                                ',b'0                                                                                                                               ',91.0
6494,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingProfileReductionUpperPart_COUNT                                                                                ',b'0                                                                                                                               ',91.0
6495,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescentToParkEntriesInParkMargin_COUNT                                                                                   ',b'4                                                                                                                               ',91.0
6496,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescentToProfileEntriesInProfileMargin_COUNT                                                                             ',b'1                                                                                                                               ',91.0
6497,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FloatFramesReceivedOnDescendingProfile_COUNT                                                                             ',b'0                                                                                                                               ',91.0
6498,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesCrcOkOnPark_COUNT                                                                                                  ',b'11                                                                                                                              ',91.0
6499,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesEmittedOnAscendingProfile_COUNT                                                                                    ',b'18                                                                                                                              ',91.0
6500,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesEmittedOnDescendingProfile_COUNT                                                                                   ',b'0                                                                                                                               ',91.0
6501,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesEmittedOnPark_COUNT                                                                                                ',b'11                                                                                                                              ',91.0
6502,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesReceivedOnAscendingProfile_COUNT                                                                                   ',b'18                                                                                                                              ',91.0
6503,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ParkCTDSamplesInternal_COUNT                                                                                             ',b'66                                                                                                                              ',91.0
6504,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ParkCTDSamplesTotal_COUNT                                                                                                ',b'66                                                                                                                              ',91.0
6505,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringAscentToSurface_COUNT                                                                                   ',b'14                                                                                                                              ',91.0
6506,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringDescentToPark_COUNT                                                                                     ',b'5                                                                                                                               ',91.0
6507,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringDescentToProfile_COUNT                                                                                  ',b'0                                                                                                                               ',91.0
6508,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringPark_COUNT                                                                                              ',b'6                                                                                                                               ',91.0
6509,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringProfileDrift_COUNT                                                                                      ',b'0                                                                                                                               ',91.0
6510,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsToStartAscent_COUNT                                                                                           ',b'2                                                                                                                               ',91.0
6511,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_RepositionsAtProfileDepth_COUNT                                                                                          ',b'0                                                                                                                               ',91.0
6512,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_RepositionsDuringPark_COUNT                                                                                              ',b'4                                                                                                                               ',91.0
6513,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TransmissionFloatFramesComplete_COUNT                                                                                    ',b'282                                                                                                                             ',91.0
6514,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TransmissionFloatFramesCrcOk_COUNT                                                                                       ',b'262                                                                                                                             ',91.0
6515,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TransmissionFloatFramesTechnicalOk_COUNT                                                                                 ',b'10                                                                                                                              ',91.0
6516,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsAtSurfaceDuringDescent_COUNT                                                                                 ',b'16                                                                                                                              ',91.0
6517,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringDescentToPark_COUNT                                                                                    ',b'5                                                                                                                               ',91.0
6518,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringDescentToProfile_COUNT                                                                                 ',b'9                                                                                                                               ',91.0
6519,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringPark_COUNT                                                                                             ',b'5                                                                                                                               ',91.0
6520,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ValveActionsDuringProfileDrift_COUNT                                                                                     ',b'0                                                                                                                               ',91.0
6521,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'PRESSURE_InternalVacuumAtSurface_mbar                                                                                           ',b'<=725 mbar                                                                                                                      ',91.0
6522,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'PRESSURE_InternalVacuumProfileStart_mbar                                                                                        ',b'<=725 mbar                                                                                                                      ',91.0
6523,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'PRES_SurfaceOffsetCorrectedNotResetNegative_1cBarResolution_dbar                                                                ',b'-0.2                                                                                                                            ',91.0
6524,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'TIME_ValveActionsAtSurface_seconds                                                                                              ',b'190                                                                                                                             ',91.0
6525,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'VOLTAGE_BatteryPumpStartProfile_volts                                                                                           ',b'9.3                                                                                                                             ',91.0
6526,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_TransmissionStart_DD                                                                                                      ',b'24                                                                                                                              ',91.0
6527,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_TelemetryRetransmission_COUNT                                                                                            ',b'30                                                                                                                              ',91.0
6528,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_EndDescentToPark_DD                                                                                                       ',b'25                                                                                                                              ',92.0
6529,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_EndDescentToPark_HHMM                                                                                                     ',b'0330                                                                                                                            ',92.0
6530,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_EndDescentToProfile_HHMM                                                                                                  ',b'2048                                                                                                                            ',92.0
6531,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_FloatTimeCorrection_minutes                                                                                               ',b'-18                                                                                                                             ',92.0
6532,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_FloatTime_DD                                                                                                              ',b'04                                                                                                                              ',92.0
6533,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_FloatTime_HHMMSS                                                                                                          ',b'084553                                                                                                                          ',92.0
6534,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialStabilizationDuringDescentToPark_HHMM                                                                              ',b'1854                                                                                                                            ',92.0
6535,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_DD                                                                                        ',b'24                                                                                                                              ',92.0
6536,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_HHMM                                                                                      ',b'1750                                                                                                                            ',92.0
6537,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_InitialValveActionDescentToPark_MM                                                                                        ',b'04                                                                                                                              ',92.0
6538,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_LastReset_DD                                                                                                              ',b'06                                                                                                                              ',92.0
6539,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_LastReset_MM                                                                                                              ',b'07                                                                                                                              ',92.0
6540,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_Satellite_YYYYMMDDHHMMSS                                                                                                  ',b'20190504090327                                                                                                                  ',92.0
6541,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartAscentToSurface_HHMM                                                                                                 ',b'0104                                                                                                                            ',92.0
6542,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartDescentProfile_HHMM                                                                                                  ',b'1818                                                                                                                            ',92.0
6543,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_StartDescentToProfile_HHMM                                                                                                ',b'0647                                                                                                                            ',92.0
6544,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'CLOCK_TransmissionStart_HHMM                                                                                                    ',b'0723                                                                                                                            ',92.0
6545,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_Beached_NUMBER                                                                                                             ',b'0                                                                                                                               ',92.0
6546,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_CTDStatus_NUMBER                                                                                                           ',b'0                                                                                                                               ',92.0
6547,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_InitialCheckError_LOGICAL                                                                                                  ',b'1                                                                                                                               ',92.0
6548,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_RTCStatus_LOGICAL                                                                                                          ',b'1                                                                                                                               ',92.0
6549,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'FLAG_StatusBladderStateAtLaunch_NUMBER                                                                                          ',b'0                                                                                                                               ',92.0
6550,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass0_COUNT                                                                                             ',b'0                                                                                                                               ',92.0
6551,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass1_COUNT                                                                                             ',b'2                                                                                                                               ',92.0
6552,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass2_COUNT                                                                                             ',b'3                                                                                                                               ',92.0
6553,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClass3_COUNT                                                                                             ',b'10                                                                                                                              ',92.0
6554,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClassA_COUNT                                                                                             ',b'0                                                                                                                               ',92.0
6555,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClassB_COUNT                                                                                             ',b'0                                                                                                                               ',92.0
6556,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositioningClassZ_COUNT                                                                                             ',b'0                                                                                                                               ',92.0
6557,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ArgosPositions_COUNT                                                                                                     ',b'15                                                                                                                              ',92.0
6558,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingCTDSamplesInternalCounter_COUNT                                                                                 ',b'112                                                                                                                             ',92.0
6559,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingCTDSamplesTotal_COUNT                                                                                           ',b'112                                                                                                                             ',92.0
6560,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingProfileReductionLowerPart_COUNT                                                                                 ',b'67                                                                                                                              ',92.0
6561,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_AscendingProfileReductionUpperPart_COUNT                                                                                 ',b'45                                                                                                                              ',92.0
6562,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingCTDSamplesInternalCounter_COUNT                                                                                ',b'0                                                                                                                               ',92.0
6563,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingCTDSamplesTotal_COUNT                                                                                          ',b'0                                                                                                                               ',92.0
6564,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingProfileReductionLowerPart_COUNT                                                                                ',b'0                                                                                                                               ',92.0
6565,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescendingProfileReductionUpperPart_COUNT                                                                                ',b'0                                                                                                                               ',92.0
6566,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescentToParkEntriesInParkMargin_COUNT                                                                                   ',b'6                                                                                                                               ',92.0
6567,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_DescentToProfileEntriesInProfileMargin_COUNT                                                                             ',b'1                                                                                                                               ',92.0
6568,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FloatFramesReceivedOnDescendingProfile_COUNT                                                                             ',b'0                                                                                                                               ',92.0
6569,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesCrcOkOnPark_COUNT                                                                                                  ',b'10                                                                                                                              ',92.0
6570,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesEmittedOnAscendingProfile_COUNT                                                                                    ',b'17                                                                                                                              ',92.0
6571,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesEmittedOnDescendingProfile_COUNT                                                                                   ',b'0                                                                                                                               ',92.0
6572,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesEmittedOnPark_COUNT                                                                                                ',b'10                                                                                                                              ',92.0
6573,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_FramesReceivedOnAscendingProfile_COUNT                                                                                   ',b'17                                                                                                                              ',92.0
6574,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ParkCTDSamplesInternal_COUNT                                                                                             ',b'65                                                                                                                              ',92.0
6575,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_ParkCTDSamplesTotal_COUNT                                                                                                ',b'65                                                                                                                              ',92.0
6576,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringAscentToSurface_COUNT                                                                                   ',b'14                                                                                                                              ',92.0
6577,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringDescentToPark_COUNT                                                                                     ',b'8                                                                                                                               ',92.0
6578,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringDescentToProfile_COUNT                                                                                  ',b'0                                                                                                                               ',92.0
6579,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringPark_COUNT                                                                                              ',b'5                                                                                                                               ',92.0
6580,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsDuringProfileDrift_COUNT                                                                                      ',b'0                                                                                                                               ',92.0
6581,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_PumpActionsToStartAscent_COUNT                                                                                           ',b'2                                                                                                                               ',92.0
6582,b'6902746 ',b'Argo technical data             ',b'3.1 ',b'1.2 ',b'IF',b'20200902124003',b'20200908111752',b'NUMBER_RepositionsAtProfileDepth_COUNT                                                                                          ',b'0                                                                                                                               ',92.0
